,Features,Importances
2235,PF3D7_0900600,0.0001961469523512472
932,PF3D7_0423700,0.00019614105946368012
4942,PF3D7_1419900,0.00019613354568843603
5399,PF3D7_1465900,0.00019611340443848995
4660,PF3D7_1363700,0.00019606100545485798
1093,PF3D7_0514200,0.00019594432723809167
1789,PF3D7_0720900,0.00019586560674471313
3631,PF3D7_1214100,0.00019585724430133436
4260,PF3D7_1323100,0.00019574368728153354
237,PF3D7_0115000,0.0001956063359226465
600,PF3D7_0313500,0.00019547612020452213
1770,PF3D7_0719000,0.00019545586577828213
5079,PF3D7_1433900,0.00019543798638991665
3897,PF3D7_1241300,0.0001953737630460666
2382,PF3D7_0915500,0.00019520129434421476
5197,PF3D7_1445700,0.0001950982474967268
1969,PF3D7_0807000,0.00019503592646895036
1633,PF3D7_0704500,0.00019489235877491928
5483,PF3D7_1474300,0.00019481849069755383
2049,PF3D7_0815200,0.00019470138088173862
255,PF3D7_0201400,0.0001946894410962379
3947,PF3D7_1246300,0.000194655048519197
3722,PF3D7_1223300,0.00019463941236492831
4217,PF3D7_1318800,0.00019448594874904313
2226,PF3D7_0833100,0.00019447820455466072
4588,PF3D7_1356200,0.00019446855640376401
4611,PF3D7_1358700,0.0001944394631461015
843,PF3D7_0414500,0.00019440293756590703
239,PF3D7_0115400,0.00019436983099515952
3754,PF3D7_1226500,0.00019432961661449747
2809,PF3D7_1020500,0.00019432415613960817
639,PF3D7_0317300,0.00019431081103584217
3340,PF3D7_1134800,0.00019417912778589382
5360,PF3D7_1462000,0.0001941414096628902
1457,PF3D7_0618600,0.00019407598920905496
2103,PF3D7_0820700,0.0001940351253418924
973,PF3D7_0502000,0.0001940008618687467
943,PF3D7_0424800,0.00019380638315845522
3726,PF3D7_1223700,0.00019373383218110647
4668,PF3D7_1364500,0.00019362170377151383
3186,PF3D7_1119300,0.00019355698649084322
525,PF3D7_0305900,0.0001935517778310807
3750,PF3D7_1226100,0.00019326498704051373
5430,PF3D7_1469000,0.0001932191153116715
1244,PF3D7_0529300,0.0001931966801507593
2481,PF3D7_0925400,0.00019290897128029373
1485,PF3D7_0621400,0.00019282086810791177
2747,PF3D7_1014300,0.00019281370044597603
3917,PF3D7_1243300,0.00019269897952139587
1635,PF3D7_0704700,0.000192651486955968
2,MAL1.562126.562246.bc..r...,0.0001925752662505475
875,PF3D7_0417700,0.00019241040918260542
2373,PF3D7_0914600,0.00019226084669131228
3444,PF3D7_1145200,0.000192189617236126
2443,PF3D7_0921600,0.00019209845940631177
894,PF3D7_0419600,0.00019201468308928228
666,PF3D7_0320000,0.00019193555218966775
4555,PF3D7_1352800,0.0001918926993207427
751,PF3D7_0404600,0.00019180051038418416
1521,PF3D7_0625000.1,0.00019167935971908535
4380,PF3D7_1335200,0.00019163314524702627
3225,PF3D7_1123200,0.0001916287582941585
1144,PF3D7_0519300,0.00019156401663735127
231,PF3D7_0114400,0.00019127612191145808
2770,PF3D7_1016600,0.00019124506636396222
3691,PF3D7_1220200,0.0001910409125048873
3820,PF3D7_1233200.1,0.00019097635807684209
3679,PF3D7_1219000,0.0001909612001814181
2912,PF3D7_1030900,0.00019077378726834997
1964,PF3D7_0806500,0.000190744390886475
2752,PF3D7_1014800,0.0001906621296283323
1903,PF3D7_0800100,0.00019047348275783631
174,PF3D7_0108100,0.00019044822266386127
2535,PF3D7_0930800,0.00019041014729436615
5423,PF3D7_1468300,0.00019039070539835211
1783,PF3D7_0720300,0.00019032904336770506
3478,PF3D7_1149000,0.00019017127209535733
990,PF3D7_0503800,0.00019016114149529627
1358,PF3D7_0608700,0.00019000993188545724
691,PF3D7_0322500,0.00019000121028050424
4332,PF3D7_1330300,0.00018986927671158722
4542,PF3D7_1351500,0.00018983599523233915
614,PF3D7_0314900,0.00018981971593481716
2118,PF3D7_0822200,0.00018973651297730308
5104,PF3D7_1436400,0.00018959189157969776
4357,PF3D7_1332800,0.00018952562189698753
21,MAL12.1518573.1518702.b..k,0.00018951731925275105
5221,PF3D7_1448100,0.0001895091982906849
4952,PF3D7_1420900,0.00018949804082451612
712,PF3D7_0400300,0.00018949345235666945
2033,PF3D7_0813500,0.00018948556690097303
3768,PF3D7_1227900,0.00018946030484132145
1821,PF3D7_0724100,0.00018938487896649395
405,PF3D7_0216500,0.00018914907056303686
1544,PF3D7_0627200,0.00018911391834537406
4064,PF3D7_1303500,0.000189109426773777
3168,PF3D7_1117500,0.00018909172130597514
4572,PF3D7_1354500,0.00018907195836782642
5342,PF3D7_1460200,0.00018903449150152628
5321,PF3D7_1458100,0.00018895635479358259
855,PF3D7_0415700,0.0001889430487642624
5347,PF3D7_1460700,0.0001889389961712879
2932,PF3D7_1032900,0.00018891548728681862
341,PF3D7_0210000,0.00018881367856008748
2092,PF3D7_0819600,0.0001886834721075302
4692,PF3D7_1366900,0.00018864179344986524
4498,PF3D7_1347100,0.0001886284400278072
5049,PF3D7_1430900,0.00018862534032544859
4723,PF3D7_1370100,0.00018862270288186206
5330,PF3D7_1459000,0.00018852032464231237
2258,PF3D7_0903000,0.0001884565186840373
2856,PF3D7_1025200,0.00018830803411176817
3751,PF3D7_1226200,0.00018822221824537277
2596,PF3D7_0936900,0.0001880242316413203
3495,PF3D7_1200300,0.00018792968042286872
232,PF3D7_0114500,0.00018776271841972007
3189,PF3D7_1119600,0.00018754618361231434
3331,PF3D7_1133900,0.000187503502212769
2275,PF3D7_0904700,0.0001874989800877739
5485,PF3D7_1474500,0.0001874095226665634
2012,PF3D7_0811500,0.00018732946000280922
3463,PF3D7_1147200,0.0001872611732443742
1186,PF3D7_0523500,0.00018717416679707384
2565,PF3D7_0933800,0.00018713946122136507
5000,PF3D7_1426100,0.00018703548999591453
1120,PF3D7_0516900,0.00018691268436352957
3097,PF3D7_1110300,0.0001869068093435715
2337,PF3D7_0910900,0.00018677599506073078
3705,PF3D7_1221600,0.00018670084061503817
684,PF3D7_0321800,0.00018653156688492375
4953,PF3D7_1421000,0.00018642627360503872
1953,PF3D7_0805400,0.0001864164145113239
2547,PF3D7_0932000,0.00018625448900765269
4931,PF3D7_1418800,0.0001860760647219747
1007,PF3D7_0505500,0.00018602334464860615
5465,PF3D7_1472500,0.0001859887835883311
2720,PF3D7_1011600,0.00018598296760494304
3269,PF3D7_1127600,0.00018586057878149998
581,PF3D7_0311400,0.00018585815519655554
60,MAL5.344258.344585.bc..r..,0.00018576626016043619
3068,PF3D7_1107400,0.00018575586514076644
4465,PF3D7_1343800,0.00018564073125018493
5226,PF3D7_1448600,0.00018562335967828948
915,PF3D7_0422000,0.00018560303195527637
1894,PF3D7_0732000,0.0001854864871017557
5095,PF3D7_1435500,0.00018542772354674734
458,PF3D7_0221800,0.00018518940213975923
573,PF3D7_0310600.2,0.0001851180216277893
3249,PF3D7_1125600,0.00018511056211709543
96,MAL9.363244.363344....k...,0.00018507653642845897
2738,PF3D7_1013400,0.0001850136187759277
2441,PF3D7_0921400,0.00018500509070159846
3386,PF3D7_1139400,0.000185001300305647
1365,PF3D7_0609400,0.00018492232084932954
1392,PF3D7_0612100,0.00018487623923927685
2486,PF3D7_0925900,0.00018476490937634617
591,PF3D7_0312400,0.00018474938491775888
2986,PF3D7_1038500,0.00018450093461577652
1537,PF3D7_0626500,0.00018444850568308742
2909,PF3D7_1030600,0.00018415019358206073
4727,PF3D7_1370500,0.00018408705249384118
2127,PF3D7_0823100,0.00018396119520593815
1717,PF3D7_0713600,0.0001839274714482745
3969,PF3D7_1248500,0.00018392383387676693
1258,PF3D7_0530700,0.00018375042217815126
2488,PF3D7_0926100,0.0001836746587185918
1947,PF3D7_0804800,0.00018361627122507403
4137,PF3D7_1310800,0.00018356300435744556
1880,PF3D7_0730400,0.0001834167335463387
5021,PF3D7_1428100,0.0001833909287524542
89,MAL9.1132456.1132606....kr,0.00018333714013143477
4160,PF3D7_1313100,0.00018328800217617844
2810,PF3D7_1020600,0.0001830009994672816
4103,PF3D7_1307400,0.00018297778310488543
717,PF3D7_0400900,0.00018282646271756365
1055,PF3D7_0510300,0.00018269858490056496
3821,PF3D7_1233300,0.0001825879795713482
1077,PF3D7_0512600,0.00018256094600749948
3289,PF3D7_1129700,0.00018255029011934523
1975,PF3D7_0807600,0.0001824808025270379
3709,PF3D7_1222000,0.00018234272981391424
1527,PF3D7_0625500,0.00018198943450166267
222,PF3D7_0113300,0.00018183141346487557
3164,PF3D7_1117100,0.0001816267510924076
4945,PF3D7_1420200,0.0001815717304177538
2731,PF3D7_1012700,0.0001815538124863449
1261,PF3D7_0531000,0.00018143229181342453
5287,PF3D7_1454700,0.00018141211321014177
611,PF3D7_0314600,0.00018131953911927962
2569,PF3D7_0934200,0.00018128757570191732
5058,PF3D7_1431800,0.000181236198918791
1996,PF3D7_0809900,0.00018118175098278468
4808,PF3D7_1406100,0.00018117894508887103
3877,PF3D7_1239000,0.00018102591751744198
5001,PF3D7_1426200,0.00018064161894413316
898,PF3D7_0420000,0.00018060682633899765
678,PF3D7_0321200,0.00018045685477080536
2300,PF3D7_0907200,0.00018044121898984022
3122,PF3D7_1112800,0.000180296292140492
1474,PF3D7_0620300,0.0001802943420333044
4459,PF3D7_1343200,0.00018025650972097976
2411,PF3D7_0918400,0.00018011724054613437
5477,PF3D7_1473700,0.0001800973040175695
1761,PF3D7_0718100,0.0001798133785379171
2544,PF3D7_0931700,0.00017974590028311196
5160,PF3D7_1442000,0.0001796802129227818
1448,PF3D7_0617700,0.00017956650091122885
5504,PF3D7_1476400,0.00017955873302176895
4910,PF3D7_1416300,0.00017954958577371148
563,PF3D7_0309700,0.00017937016055892785
3637,PF3D7_1214700,0.0001793680612772281
1682,PF3D7_0709700,0.00017936373058283746
4085,PF3D7_1305600,0.0001793505639964359
70,MAL7.1449277.1449453..c.kr,0.00017922563309818798
3513,PF3D7_1202100.1,0.00017921745437074328
529,PF3D7_0306300,0.0001791820605372503
5121,PF3D7_1438100,0.00017911299407057002
4086,PF3D7_1305700,0.00017903316124367961
1272,PF3D7_0532500,0.000178998281199504
234,PF3D7_0114700,0.000178970902476534
2185,PF3D7_0828900,0.00017896747618986777
3411,PF3D7_1141900,0.0001789580202397618
1316,PF3D7_0604600,0.00017877358297406392
4904,PF3D7_1415700,0.0001785806949984135
4224,PF3D7_1319500,0.00017857804190664827
4848,PF3D7_1410100,0.00017852593803338216
979,PF3D7_0502600,0.00017849969595860296
3026,PF3D7_1103200,0.00017838009629042337
2197,PF3D7_0830200,0.0001782060833105574
4633,PF3D7_1361000,0.0001780578498898895
1238,PF3D7_0528700,0.00017804926256060827
105,PF3D7_0100800,0.0001779467626050872
4898,PF3D7_1415100,0.00017785490167455717
1223,PF3D7_0527200,0.00017767715688418986
4061,PF3D7_1303200.1,0.00017764931656650702
1320,PF3D7_0605000,0.00017740770812547493
5178,PF3D7_1443800,0.00017734155604832533
1279,PF3D7_0600100,0.0001772488758148575
1542,PF3D7_0627000,0.00017724472081667933
3058,PF3D7_1106400,0.00017719319610810013
694,PF3D7_0322800,0.00017710250830245977
2520,PF3D7_0929300,0.00017698337903624913
5401,PF3D7_1466100,0.00017696633003565205
1259,PF3D7_0530800,0.0001768935757238054
5366,PF3D7_1462600,0.00017671668378264153
4725,PF3D7_1370300,0.0001765651317661446
2296,PF3D7_0906800,0.00017648413258521603
4653,PF3D7_1363000,0.00017642727664930524
1113,PF3D7_0516200,0.00017642599348003768
5515,PF3D7_1477500,0.00017638646577821667
3531,PF3D7_1203900,0.00017632040519724337
1539,PF3D7_0626700,0.0001762866367821136
1402,PF3D7_0613100,0.00017621637083939265
837,PF3D7_0413900,0.00017613601331925414
262,PF3D7_0202100,0.00017612168815505345
496,PF3D7_0303000,0.0001761210549838007
1878,PF3D7_0730200,0.0001760923084501392
3311,PF3D7_1131900,0.0001760192261576552
3940,PF3D7_1245600,0.00017587826556167475
2813,PF3D7_1020900,0.00017586012403203935
690,PF3D7_0322400,0.00017579462482842072
4415,PF3D7_1338700,0.0001756806463704338
1480,PF3D7_0620900,0.00017559057656956083
5390,PF3D7_1465000,0.00017540708692968088
1490,PF3D7_0621900,0.00017522610843077936
3770,PF3D7_1228100,0.00017508094813599394
1908,PF3D7_0800700,0.00017506686377826008
3060,PF3D7_1106600,0.00017488947342335462
4890,PF3D7_1414300,0.0001748011913378945
1051,PF3D7_0509900,0.0001745562445202378
2795,PF3D7_1019100,0.00017447259510304858
3579,PF3D7_1208800,0.00017446299567483315
3871,PF3D7_1238400,0.00017444218139145548
1064,PF3D7_0511300,0.00017436992590420767
4960,PF3D7_1421700,0.00017418850919339685
760,PF3D7_0405500,0.0001741242308997094
4850,PF3D7_1410300,0.00017409213752135825
681,PF3D7_0321500,0.00017395699650028383
388,PF3D7_0214800,0.00017390777448899795
1147,PF3D7_0519600,0.0001738521309299934
1442,PF3D7_0617100,0.00017377657953879578
3858,PF3D7_1237100,0.00017376885150911778
1602,PF3D7_0701000,0.00017353766453703754
654,PF3D7_0318800,0.0001733881611772348
4197,PF3D7_1316800,0.00017306204955962946
4257,PF3D7_1322800,0.00017287137346647257
5253,PF3D7_1451300,0.00017267693586933315
311,PF3D7_0207000,0.00017252575734590946
2017,PF3D7_0812000,0.00017252454136410777
1899,PF3D7_0732600,0.00017238718355959702
4300,PF3D7_1327100,0.0001723315885891868
4941,PF3D7_1419800.1,0.0001722370374027464
4467,PF3D7_1344000,0.0001722017661494271
498,PF3D7_0303200,0.00017217338090497794
1941,PF3D7_0804200,0.00017216910668197446
3673,PF3D7_1218400,0.00017215556594704935
931,PF3D7_0423600,0.00017193824124175135
2356,PF3D7_0912900,0.00017184174249155592
2289,PF3D7_0906100,0.00017178182505601735
2801,PF3D7_1019700,0.0001717647609040515
3181,PF3D7_1118800,0.00017172719820556805
3642,PF3D7_1215200,0.00017163259266065827
5461,PF3D7_1472100,0.00017150490061643213
2278,PF3D7_0905000,0.0001714530532522801
1509,PF3D7_0623800,0.00017144051731455957
3242,PF3D7_1124900,0.00017123768784534622
3725,PF3D7_1223600,0.00017123239269882125
288,PF3D7_0204700,0.00017117422130500195
1423,PF3D7_0615200,0.00017113650279942328
2456,PF3D7_0922900,0.00017111506951740955
3084,PF3D7_1109000,0.00017082885009748062
2631,PF3D7_1002600,0.0001708109697236869
1627,PF3D7_0703900,0.00017063480517756424
2588,PF3D7_0936100,0.00017060747211631753
4065,PF3D7_1303600,0.00017058992997305488
1106,PF3D7_0515500,0.00017046951803988998
3611,PF3D7_1212100,0.00017045409077510044
4755,PF3D7_1400800,0.0001703884567589662
5053,PF3D7_1431300,0.00017037061307876173
4429,PF3D7_1340200,0.00017029725616265315
822,PF3D7_0411900,0.00017023584857605453
328,PF3D7_0208700.1,0.00017012454002683508
3562,PF3D7_1207100,0.00017008989649678106
2717,PF3D7_1011300,0.00017007415275042257
1643,PF3D7_0705500,0.00017003167976938874
3263,PF3D7_1127000,0.00017003062376253072
4935,PF3D7_1419200,0.00017000106318270202
1476,PF3D7_0620500,0.0001699563329437255
1089,PF3D7_0513800,0.00016984758028660272
3301,PF3D7_1130900,0.00016983167675814573
4603,PF3D7_1357900,0.00016981304189374148
1143,PF3D7_0519200,0.00016969981968727914
2806,PF3D7_1020200,0.00016959513268472836
4777,PF3D7_1403100,0.00016956775806523596
4662,PF3D7_1363900,0.00016952100212641296
1200,PF3D7_0524900,0.0001695149051387299
4858,PF3D7_1411100.1,0.0001694663570347825
585,PF3D7_0311800,0.00016941891215248184
4900,PF3D7_1415300,0.00016941766570008633
4067,PF3D7_1303800,0.00016941231341743892
4882,PF3D7_1413500,0.00016929402242020568
1031,PF3D7_0507900,0.00016910076392993568
797,PF3D7_0409300,0.00016902821019149547
3229,PF3D7_1123600,0.0001689595525036341
187,PF3D7_0109400,0.0001689498638406928
1933,PF3D7_0803200,0.00016883422440479472
2685,PF3D7_1008000,0.00016882492403351462
3949,PF3D7_1246500,0.00016852046329799867
2568,PF3D7_0934100,0.00016845404237252824
1888,PF3D7_0731400,0.00016838611475090425
3030,PF3D7_1103600,0.00016814667800686998
5222,PF3D7_1448200,0.00016805026423172774
5196,PF3D7_1445600,0.0001679992926101513
3804,PF3D7_1231500,0.00016793941323781677
2539,PF3D7_0931200,0.00016767694170781485
307,PF3D7_0206600,0.0001675954572298057
3643,PF3D7_1215300,0.00016756424551525817
5283,PF3D7_1454300,0.00016751415109318645
1711,PF3D7_0713000,0.00016737526563461117
679,PF3D7_0321300,0.00016734490870099302
2987,PF3D7_1038600,0.0001673171627454507
1669,PF3D7_0708400,0.00016725971940334815
1972,PF3D7_0807300,0.00016717577279111385
1035,PF3D7_0508300,0.00016703859857845755
3621,PF3D7_1213100,0.00016699507598511566
586,PF3D7_0311900,0.00016691285231076628
4793,PF3D7_1404600.3,0.00016683694351112403
655,PF3D7_0318900,0.0001667597477441293
4836,PF3D7_1408900,0.00016674038243099604
802,PF3D7_0409800,0.00016673947319795725
3787,PF3D7_1229800,0.00016634047567451175
4530,PF3D7_1350300,0.0001662538709571738
4697,PF3D7_1367400,0.00016620301555207256
2759,PF3D7_1015500,0.00016607333192053384
1500,PF3D7_0622900,0.00016603933983549358
3537,PF3D7_1204500,0.00016596445774208344
403,PF3D7_0216300,0.00016591807098141062
1636,PF3D7_0704800,0.00016579541760107798
20,MAL12.1516930.1517011....k,0.00016554429918393254
3575,PF3D7_1208400,0.00016543752675088626
290,PF3D7_0204900,0.0001652509971798418
4868,PF3D7_1412100,0.00016524857855702445
1742,PF3D7_0716200,0.00016518524559012423
4331,PF3D7_1330200,0.00016515808696416815
2597,PF3D7_0937000,0.0001650567630289038
742,PF3D7_0403700,0.00016501174988240328
4764,PF3D7_1401800,0.00016498868727047819
3740,PF3D7_1225100,0.00016496582608956052
1545,PF3D7_0627300,0.00016487738570478082
4003,PF3D7_1252000,0.00016483615401019974
5314,PF3D7_1457400,0.0001647554303484065
1251,PF3D7_0530000,0.00016471874402440023
1254,PF3D7_0530300,0.0001643179953097721
2981,PF3D7_1038000.1,0.00016426271783049018
3145,PF3D7_1115200,0.00016425992238697728
324,PF3D7_0208300,0.00016397666346639692
4114,PF3D7_1308500,0.00016397659905545645
1576,PF3D7_0630400,0.00016389134454090044
3635,PF3D7_1214500,0.00016386906645376718
1841,PF3D7_0726500,0.00016381179653888206
5476,PF3D7_1473600,0.0001638103605276396
1466,PF3D7_0619500,0.0001637352386405771
1932,PF3D7_0803100,0.00016366821274620716
2417,PF3D7_0919000,0.00016358742135536526
3832,PF3D7_1234500,0.0001635506642050045
3374,PF3D7_1138200,0.00016347933333546964
2303,PF3D7_0907500,0.00016337605717991837
3914,PF3D7_1243000,0.00016328899107949572
4809,PF3D7_1406200,0.00016326177356175986
3501,PF3D7_1200900,0.000163178604589629
3429,PF3D7_1143700,0.0001631081607632929
36,MAL14.1147523.1147685.bc.k,0.0001630992896888528
560,PF3D7_0309400,0.00016308661015702585
805,PF3D7_0410100,0.0001630394784176682
1232,PF3D7_0528100,0.0001629998983715881
366,PF3D7_0212600,0.00016297957211139838
513,PF3D7_0304700,0.00016292648668139007
2537,PF3D7_0931000,0.00016255792898223705
3808,PF3D7_1232000,0.00016252943864895444
865,PF3D7_0416700,0.00016252215404875283
4243,PF3D7_1321400,0.00016243298952884705
3037,PF3D7_1104300,0.0001624062648078849
4545,PF3D7_1351800.1,0.000162353928707323
164,PF3D7_0107100,0.00016234906712801953
4847,PF3D7_1410000,0.00016234017363664247
5205,PF3D7_1446500,0.00016232577763139957
4122,PF3D7_1309300,0.00016225960280532618
81,MAL8.240995.241056.....r..,0.00016223297303763088
1769,PF3D7_0718900,0.00016220071888307968
5402,PF3D7_1466200,0.00016215440032491804
4800,PF3D7_1405300,0.0001621177743348549
4930,PF3D7_1418300,0.00016206610535607452
893,PF3D7_0419500,0.000162012395950637
1588,PF3D7_0632300,0.00016199645324804245
3172,PF3D7_1117900,0.00016192208159995314
5051,PF3D7_1431100,0.00016188896117224616
1965,PF3D7_0806600,0.0001618551363326562
1935,PF3D7_0803400,0.00016184690748913472
2493,PF3D7_0926600,0.0001616848891532952
2137,PF3D7_0824100,0.00016165740088689866
1209,PF3D7_0525800,0.00016159443759724705
5231,PF3D7_1449100,0.0001615832134738966
1918,PF3D7_0801700,0.0001615742408411257
1726,PF3D7_0714500,0.0001613912362888253
510,PF3D7_0304400,0.00016136411441805524
1225,PF3D7_0527400,0.0001613468175914095
2010,PF3D7_0811300,0.00016133817823724538
4455,PF3D7_1342800,0.00016122758738421275
1408,PF3D7_0613700,0.00016121803497474017
786,PF3D7_0408200,0.00016116585698631005
4247,PF3D7_1321800,0.0001611463470316251
1477,PF3D7_0620600,0.00016105692031989562
5002,PF3D7_1426300,0.00016104799174675643
664,PF3D7_0319800,0.00016091833371337057
1095,PF3D7_0514400,0.00016083927743521217
5169,PF3D7_1442900,0.00016077765305373877
1001,PF3D7_0504900,0.0001607522809298227
4820,PF3D7_1407300,0.00016071752074003443
4403,PF3D7_1337500,0.00016064734915646457
3553,PF3D7_1206200,0.00016064228561642023
3888,PF3D7_1240100,0.0001606177584457619
545,PF3D7_0307900,0.00016058724277438454
3336,PF3D7_1134400,0.00016057964722306802
3112,PF3D7_1111800,0.0001605135323054283
938,PF3D7_0424300,0.00016048894069088353
1854,PF3D7_0727800,0.00016048402977109964
126,PF3D7_0103300,0.00016044175076958812
552,PF3D7_0308600,0.00016042105842422848
1514,PF3D7_0624300,0.00016029924386227044
5536,PF3D7_1479800,0.00016026099859864845
4685,PF3D7_1366200,0.00016015655754260673
5202,PF3D7_1446200,0.00016013702415171175
5374,PF3D7_1463400,0.00016011794736375042
4413,PF3D7_1338500,0.00015985766677781003
441,PF3D7_0220100,0.0001597709658270463
2313,PF3D7_0908500,0.0001597333839773148
5131,PF3D7_1439100,0.00015965895666463845
1830,PF3D7_0725000,0.00015964466703399043
1304,PF3D7_0603400,0.00015959933139220585
3265,PF3D7_1127200,0.00015957663607965944
2853,PF3D7_1024900,0.00015954962665636074
2782,PF3D7_1017800,0.00015948747625183643
5250,PF3D7_1451000,0.0001594484093275299
4816,PF3D7_1406900,0.00015942691171580412
390,PF3D7_0215000,0.00015933119136804687
596,PF3D7_0313100,0.00015929777984957443
5156,PF3D7_1441600,0.0001592897043381142
1905,PF3D7_0800300,0.00015915231346642894
4263,PF3D7_1323400,0.00015913411210222037
4528,PF3D7_1350100,0.00015910482959065832
2630,PF3D7_1002500,0.00015910145412738935
3199,PF3D7_1120600,0.00015910061417646418
2308,PF3D7_0908000,0.000158836102293223
2711,PF3D7_1010700,0.00015871746658435148
1885,PF3D7_0731100,0.0001586857076885419
2015,PF3D7_0811800,0.0001586274429644651
5028,PF3D7_1428800,0.00015859180959098654
2147,PF3D7_0825100,0.0001585378789810695
4392,PF3D7_1336400,0.00015840547192662714
1162,PF3D7_0521100,0.000158355039987729
2507,PF3D7_0928000.1,0.00015834086476473555
4463,PF3D7_1343600,0.00015834075844035306
3803,PF3D7_1231400,0.0001583157117977245
806,PF3D7_0410200,0.00015829924243659165
3415,PF3D7_1142300,0.00015812658489412426
2923,PF3D7_1032000,0.0001579378834180716
5013,PF3D7_1427400.1,0.00015793687320310093
1920,PF3D7_0801900,0.0001576247259367839
4887,PF3D7_1414000,0.0001574211577711648
1680,PF3D7_0709500,0.0001573389838024939
4015,PF3D7_1253200,0.00015730262161144939
4435,PF3D7_1340800,0.00015715248312021078
2642,PF3D7_1003700,0.00015714974159811238
2469,PF3D7_0924200,0.0001570360411397946
1546,PF3D7_0627400,0.00015699132715806815
4301,PF3D7_1327200,0.00015695978508845098
1307,PF3D7_0603700,0.0001568332752666199
2412,PF3D7_0918500,0.00015677365069616486
853,PF3D7_0415500,0.00015665657474540022
2286,PF3D7_0905800,0.00015664882038283652
93,MAL9.1364119.1364181.....r,0.00015663109470177272
5083,PF3D7_1434300,0.0001566040694818221
4739,PF3D7_1372500,0.00015659917188493543
4756,PF3D7_1401000,0.00015644971557673412
1757,PF3D7_0717700,0.00015625375422021964
5427,PF3D7_1468700,0.00015623604619423488
4917,PF3D7_1417000,0.0001561420782589775
2602,PF3D7_0937500,0.00015603716895149227
1126,PF3D7_0517500,0.00015600660460486786
1654,PF3D7_0706700,0.0001559460340961184
1103,PF3D7_0515200,0.0001557475336713245
5109,PF3D7_1436900,0.0001557133327156466
5375,PF3D7_1463500,0.00015568945935072278
1003,PF3D7_0505100,0.00015565775619267723
2014,PF3D7_0811700,0.00015559686415923753
4871,PF3D7_1412400,0.000155554499079
4878,PF3D7_1413100,0.00015549065253489536
5372,PF3D7_1463200,0.00015537607566882593
1907,PF3D7_0800500,0.00015527153659832422
4867,PF3D7_1412000,0.00015522919945451638
2695,PF3D7_1009100,0.0001551064615253857
2428,PF3D7_0920100,0.00015495111401007456
3477,PF3D7_1148900,0.00015494813151305643
3591,PF3D7_1209900,0.00015485300988585642
3791,PF3D7_1230200,0.00015478446669083475
3847,PF3D7_1236000,0.00015465601848971703
2380,PF3D7_0915300,0.0001546294937157492
4079,PF3D7_1305000,0.00015462502710906443
1207,PF3D7_0525600,0.00015460612219546274
4753,PF3D7_1400600,0.00015457763563905269
2490,PF3D7_0926300,0.00015453226805021771
4923,PF3D7_1417600,0.0001545183782331091
4592,PF3D7_1356600,0.00015442658684372237
980,PF3D7_0502700,0.00015441259735923712
4315,PF3D7_1328600,0.00015439067955217516
2041,PF3D7_0814300,0.0001542784352020981
3015,PF3D7_1101100,0.00015423920876300067
981,PF3D7_0502800,0.00015422246374843793
176,PF3D7_0108300,0.00015417016499798432
3522,PF3D7_1203000,0.00015404836154453078
1472,PF3D7_0620100,0.0001540214775717428
4646,PF3D7_1362300,0.00015398750132735302
5171,PF3D7_1443100,0.00015393388799567103
3001,PF3D7_1040500,0.00015384909348211429
863,PF3D7_0416500,0.0001538091103441381
4534,PF3D7_1350700,0.0001538004401684434
2208,PF3D7_0831300,0.00015378105232188163
1005,PF3D7_0505300,0.0001537530854876548
179,PF3D7_0108600,0.00015364134376547766
1554,PF3D7_0628200,0.00015344820053069067
5446,PF3D7_1470600,0.00015340732913420865
4179,PF3D7_1315000,0.00015334083186173278
4250,PF3D7_1322100,0.00015332741430348622
3437,PF3D7_1144500,0.0001532726425910504
4473,PF3D7_1344600,0.00015326885553056907
1850,PF3D7_0727400,0.00015326408148719738
4823,PF3D7_1407600,0.0001532632065607775
618,PF3D7_0315300,0.00015320674105382342
3203,PF3D7_1121000,0.0001532032315888602
1611,PF3D7_0702300,0.00015319648889717963
204,PF3D7_0111200,0.0001531913935585756
1217,PF3D7_0526600,0.00015317191524181123
4107,PF3D7_1307800,0.00015309850596135786
814,PF3D7_0411000,0.00015307542185590578
38,MAL14.130040.130112.bc.k.v,0.00015301537757756722
2348,PF3D7_0912000,0.00015287137110354715
1208,PF3D7_0525700,0.00015277798284716302
3451,PF3D7_1145900,0.00015272327083038387
783,PF3D7_0407900,0.00015271052653042787
4028,PF3D7_1254700,0.0001526955832936971
3027,PF3D7_1103300,0.0001526433360910896
332,PF3D7_0209100,0.0001525956350376476
5274,PF3D7_1453400,0.0001524687930529858
2454,PF3D7_0922700,0.00015246225454672188
1665,PF3D7_0708000,0.00015229530494661708
3667,PF3D7_1217800,0.0001522352233002729
2924,PF3D7_1032100,0.000152233793314475
1617,PF3D7_0702900,0.00015222621239699207
2387,PF3D7_0916000,0.00015220811146908177
100,PF3D7_0100100,0.00015219788711388262
624,PF3D7_0315900,0.0001520483797891252
423,PF3D7_0218300,0.00015200319902646564
162,PF3D7_0106900,0.00015194162118743377
3974,PF3D7_1249000,0.00015193320116025058
1315,PF3D7_0604500,0.0001519277899791015
165,PF3D7_0107200,0.00015192058862726105
3065,PF3D7_1107100,0.00015181240360573797
2291,PF3D7_0906300,0.00015177842652908436
4749,PF3D7_1400200,0.0001517767032082963
