,Features,Importances
2473,PF3D7_1019900,0.0006186301007920177
3950,PF3D7_1340500,0.0006173245739915834
2257,PF3D7_0933500,0.0006133374815172974
3573,PF3D7_1255200,0.0006082470136727435
3228,PF3D7_1217300,0.0006060755739232059
3677,PF3D7_1311200,0.00060210821512728
1279,PF3D7_0622300,0.0006015810999682137
2696,PF3D7_1106700,0.0005976843405827423
3910,PF3D7_1336200,0.0005968258070227107
4839,PF3D7_1467700,0.0005887185232842998
4016,PF3D7_1347700,0.0005879484491716869
4473,PF3D7_1427900,0.0005864836294749974
4588,PF3D7_1439900,0.0005819515360996879
1584,PF3D7_0724200,0.0005818607855364379
2396,PF3D7_1011400,0.0005800276195476996
17,PF3D7_0102700,0.0005788356659455515
3718,PF3D7_1315400,0.0005756312921497271
1942,PF3D7_0831200,0.000575612315553153
2966,PF3D7_1137500,0.0005751745465497854
1840,PF3D7_0820400,0.000573080388890725
956,PF3D7_0519900,0.0005648594391360782
352,PF3D7_0304500,0.0005647389875400236
1551,PF3D7_0720700,0.000564638165066692
3432,PF3D7_1239200,0.0005576026265651338
2783,PF3D7_1117400,0.0005553983563646709
2005,PF3D7_0905900,0.0005546256014192176
3148,PF3D7_1208300,0.0005543059478924496
1779,PF3D7_0813800,0.0005528468672126745
953,PF3D7_0519600,0.0005519566790272328
3558,PF3D7_1253000,0.0005501548108924507
4126,PF3D7_1359500,0.000548827995804185
1289,PF3D7_0623400,0.0005486433787792663
370,PF3D7_0306300,0.0005444590630235545
1721,PF3D7_0807600,0.0005444270040326051
2399,PF3D7_1011700,0.0005431697481293529
4250,PF3D7_1401500,0.0005427157581238789
4104,PF3D7_1357200,0.0005401814078377653
3133,PF3D7_1206800,0.0005400462914386524
4568,PF3D7_1437800,0.0005383128181187207
2078,PF3D7_0913900,0.0005377066137157014
119,PF3D7_0114900,0.0005362253117438805
3740,PF3D7_1317700,0.0005353505937705234
178,PF3D7_0206800,0.0005305682222567018
47,PF3D7_0106100,0.0005300677111145661
1116,PF3D7_0605100,0.00052915592915124
523,PF3D7_0322600,0.00052506981289988
4064,PF3D7_1352800,0.000520969029456032
2388,PF3D7_1010400,0.0005202145770363705
892,PF3D7_0513400,0.0005133825851564524
2282,PF3D7_0936100,0.0005128158068958192
2512,PF3D7_1024000,0.0005123258250909751
3442,PF3D7_1240400,0.0005113250427095064
4435,PF3D7_1422700,0.000510853091885502
4289,PF3D7_1406000,0.0005054974439705847
1543,PF3D7_0719900,0.0005051298390913577
1716,PF3D7_0807100,0.0005005163774778321
4251,PF3D7_1401600,0.0004996225270048204
2307,PF3D7_1001500,0.0004989261836413581
4808,PF3D7_1464200,0.0004955421666880788
4131,PF3D7_1360000,0.0004901994910300063
776,PF3D7_0500900,0.0004895023514332296
3877,PF3D7_1332600,0.0004878585391877423
4891,PF3D7_1473100,0.00048656376743367387
963,PF3D7_0520600,0.00048525914031726604
1613,PF3D7_0727700,0.0004846752546229271
593,PF3D7_0406200,0.0004826692717553368
3715,PF3D7_1315100,0.0004815803303006102
2440,PF3D7_1016100,0.00047705690053182224
1711,PF3D7_0806600,0.00047678094627990285
322,PF3D7_0301300,0.00047564033942346546
3532,PF3D7_1250300,0.0004738344588922589
891,PF3D7_0513300,0.00047281137250845427
4625,PF3D7_1443900,0.0004724148397173488
1065,PF3D7_0531700,0.0004712066174307269
4680,PF3D7_1450100,0.00046805424273675065
564,PF3D7_0403300,0.0004665236795303437
4659,PF3D7_1447800,0.00046546316191590657
4106,PF3D7_1357400,0.00046325705507302835
2906,PF3D7_1130700,0.0004605206928180938
4338,PF3D7_1411300,0.00045837611424813334
2463,PF3D7_1018700,0.00045824211609892256
3363,PF3D7_1231800,0.00045809646312379546
3560,PF3D7_1253200,0.00045703671470724333
1508,PF3D7_0716200,0.0004559417701207367
4220,PF3D7_1369500,0.0004543516990558314
2562,PF3D7_1030300,0.0004527805305571806
2162,PF3D7_0922800,0.00045110301299430947
3979,PF3D7_1343600,0.00044932608724564766
2498,PF3D7_1022500,0.0004481290041523625
4248,PF3D7_1401300,0.0004459466163616805
804,PF3D7_0504000,0.0004448086076544442
2885,PF3D7_1128400,0.00044409511792529007
1418,PF3D7_0705900,0.0004437861051783884
1714,PF3D7_0806900,0.0004394499537534068
506,PF3D7_0320900,0.0004379318740094757
2011,PF3D7_0906500,0.00043748681702961357
4889,PF3D7_1472900,0.0004359952136003009
894,PF3D7_0513600,0.00043580082845974896
1674,PF3D7_0802300,0.0004340414037960899
4742,PF3D7_1456900,0.0004335664512996805
4478,PF3D7_1428400,0.00043334655555117855
635,PF3D7_0410600,0.00043334431420441455
4304,PF3D7_1407500,0.0004313657273244519
937,PF3D7_0518000,0.0004311786743976446
1099,PF3D7_0603400,0.0004306874494902256
4776,PF3D7_1460400,0.00042961243578112636
2905,PF3D7_1130600,0.00042600054667302033
2460,PF3D7_1018300,0.0004250142589351078
3850,PF3D7_1329500,0.0004249355773467882
3588,PF3D7_1301800,0.0004225764034978451
627,PF3D7_0409800,0.0004216727957285503
4162,PF3D7_1363400,0.0004201954547119282
3192,PF3D7_1213300,0.0004192231832667926
2710,PF3D7_1108200,0.000417797523885517
4835,PF3D7_1467300,0.00041768656852429325
1429,PF3D7_0707400,0.0004133794882581357
1822,PF3D7_0818600,0.00041319252068170543
574,PF3D7_0404300,0.00041317328073192764
2900,PF3D7_1130000,0.00041102489517497144
3845,PF3D7_1329000,0.0004094049173233275
4584,PF3D7_1439500,0.00040930166066730856
4479,PF3D7_1428500,0.00040917422240651995
2911,PF3D7_1131200,0.0004074840699499176
4309,PF3D7_1408000,0.0004063151924499993
4236,PF3D7_1373500,0.0004037373679338096
4276,PF3D7_1404700,0.0004023384031692337
3379,PF3D7_1233700,0.000399200436967279
3433,PF3D7_1239300,0.0003989225627648482
4491,PF3D7_1429800,0.00039878689529650104
2317,PF3D7_1002600,0.0003978280393793034
66,PF3D7_0108000,0.000396622547516303
4814,PF3D7_1465000,0.00039653230626450405
1028,PF3D7_0527600,0.0003965298773947983
2067,PF3D7_0912800,0.00039634867668213137
1940,PF3D7_0831000,0.00039432508694389485
2055,PF3D7_0911400,0.00039189688788855096
2511,PF3D7_1023900,0.00039156699473343726
3822,PF3D7_1326400,0.00039067531965484556
283,PF3D7_0218500,0.00038969354686388684
4488,PF3D7_1429500,0.0003896805826853326
1068,PF3D7_0532300,0.0003892993182734883
78,PF3D7_0109500,0.00038709688968369176
2309,PF3D7_1001700,0.00038505122769549454
3729,PF3D7_1316600,0.0003847072323796273
906,PF3D7_0514900,0.00038450222383120373
51,PF3D7_0106500,0.0003831798724514715
3262,PF3D7_1221100,0.0003829351130261136
2288,PF3D7_0936800,0.0003827963535610245
3837,PF3D7_1328100,0.0003826683761670286
3895,PF3D7_1334500,0.00038131399895942927
1515,PF3D7_0716900,0.00038083859898912917
986,PF3D7_0523100,0.00038076291789905845
2489,PF3D7_1021600,0.00037972886087232066
2161,PF3D7_0922700,0.00037901439993093966
1539,PF3D7_0719500,0.0003788718254413312
393,PF3D7_0308800,0.0003785514747716647
4923,PF3D7_1476400,0.00037734231681795573
3072,PF3D7_1200200,0.0003772042992250478
4493,PF3D7_1430000,0.0003763251944879256
3758,PF3D7_1319500,0.0003759725803138439
1510,PF3D7_0716400,0.0003758497395339363
4580,PF3D7_1439100,0.00037552574902458734
4417,PF3D7_1420500,0.0003750828872385048
4013,PF3D7_1347300,0.0003744719532192382
576,PF3D7_0404500,0.0003738706442056385
1754,PF3D7_0811300,0.0003737543644599531
757,PF3D7_0424500,0.00037137202785380864
656,PF3D7_0413400,0.0003711153451314747
2046,PF3D7_0910500,0.00037069070579851074
1146,PF3D7_0608300,0.0003680240005676018
165,PF3D7_0205100,0.00036765052813135296
3765,PF3D7_1320200,0.00036740029360432487
4292,PF3D7_1406300,0.0003665590616481126
3126,PF3D7_1206000,0.00036621933326310113
4091,PF3D7_1355600,0.00036392065346886664
919,PF3D7_0516200,0.00036222102172437336
2024,PF3D7_0908100,0.00036079440758671373
2108,PF3D7_0917000,0.0003607368464775657
3604,PF3D7_1303600,0.00036020897079198623
923,PF3D7_0516600,0.00035978345014044046
4310,PF3D7_1408100,0.0003595362679330783
2338,PF3D7_1004800,0.0003589530547222375
2636,PF3D7_1038800,0.0003586861074408767
3871,PF3D7_1332000,0.000358377206368753
4775,PF3D7_1460200,0.0003583669068239841
3139,PF3D7_1207400,0.00035729395635506633
2100,PF3D7_0916100,0.0003568532850516578
975,PF3D7_0522000,0.0003553812506995114
296,PF3D7_0220300,0.0003546174658987074
1301,PF3D7_0624700,0.0003545040205188059
2277,PF3D7_0935600,0.00035298428053589343
1783,PF3D7_0814200,0.0003529738995552944
265,PF3D7_0216400,0.0003528660695051838
3797,PF3D7_1323600,0.0003525946250386948
4812,PF3D7_1464700,0.0003516192014047555
292,PF3D7_0219900,0.0003512716469668489
1549,PF3D7_0720500,0.0003510272485755174
1686,PF3D7_0803600,0.00035060816046594503
3241,PF3D7_1218600,0.00035038074969746417
2700,PF3D7_1107200,0.00035022498075763526
611,PF3D7_0408100,0.00035003564008869104
4426,PF3D7_1421500,0.0003497320842552666
2405,PF3D7_1012300,0.0003496095425192001
3079,PF3D7_1200900,0.00034874063070343436
1202,PF3D7_0614200,0.0003472822111298369
2276,PF3D7_0935500,0.0003456350022070542
2521,PF3D7_1024900,0.00034559223282582506
28,PF3D7_0103900,0.0003447003193526963
2047,PF3D7_0910600,0.0003442306742828536
3271,PF3D7_1222000,0.00034355740481156863
81,PF3D7_0109800,0.00034334705168462146
3230,PF3D7_1217500,0.0003421155562807087
4431,PF3D7_1422300,0.0003420663319543802
4620,PF3D7_1443400,0.00034198995285074336
3267,PF3D7_1221600,0.00034169979528552157
2437,PF3D7_1015800,0.0003413896264540453
990,PF3D7_0523500,0.00034081475034279196
4661,PF3D7_1448000,0.0003407374385903209
556,PF3D7_0402200,0.0003403756251046975
4527,PF3D7_1433500,0.000338841687296492
3649,PF3D7_1308400,0.00033837001512803294
4279,PF3D7_1405000,0.00033833259610861527
977,PF3D7_0522200,0.0003372841556271542
3144,PF3D7_1207900,0.0003370235567046893
4438,PF3D7_1423000,0.0003369394764503188
2457,PF3D7_1018000,0.00033693598024470123
120,PF3D7_0115200,0.000336390991042228
215,PF3D7_0211200,0.0003362594486177641
1266,PF3D7_0621000,0.0003362532646822016
275,PF3D7_0217600,0.000336229084741582
2497,PF3D7_1022400,0.00033622165768745034
46,PF3D7_0106000,0.00033568487218062573
3134,PF3D7_1206900,0.0003346084002162344
4053,PF3D7_1351600,0.00033404615546373006
1979,PF3D7_0903100,0.00033352720579957364
175,PF3D7_0206500,0.0003326203931095121
2310,PF3D7_1001800,0.00033204903341462025
3145,PF3D7_1208000,0.0003318502759722721
676,PF3D7_0415500,0.0003316939650609438
1519,PF3D7_0717300,0.00033158081392208586
2613,PF3D7_1035800,0.0003311691577932563
1660,PF3D7_0800700,0.00033111216880405526
2333,PF3D7_1004300,0.0003306985761012476
4571,PF3D7_1438100,0.00032999673463180893
4693,PF3D7_1451500,0.00032914832883009507
869,PF3D7_0511100,0.0003290921591304752
3331,PF3D7_1228200,0.0003289828301353902
4866,PF3D7_1470600,0.0003286274441248739
3272,PF3D7_1222100,0.00032843710142066836
3502,PF3D7_1247200,0.0003282251778563894
2588,PF3D7_1033100,0.00032773253201953564
3418,PF3D7_1237700,0.0003275136420631182
3295,PF3D7_1224500,0.000327382058696022
1021,PF3D7_0526900,0.0003266956693387125
1313,PF3D7_0626000,0.00032665676299479347
293,PF3D7_0220000,0.0003266273508655454
3697,PF3D7_1313300,0.0003265039236852009
174,PF3D7_0206300,0.00032569143099839325
2587,PF3D7_1033000,0.0003254750312922649
2694,PF3D7_1106500,0.0003244176213940296
4023,PF3D7_1348500,0.00032389673426777717
1019,PF3D7_0526700,0.0003230875518668654
1420,PF3D7_0706100,0.0003229469429936144
749,PF3D7_0423700,0.00032284467096148475
3132,PF3D7_1206700,0.00032258417772551025
718,PF3D7_0420000,0.00032190861495916777
1795,PF3D7_0815600,0.0003215704914859624
3554,PF3D7_1252600,0.000320018439894699
2876,PF3D7_1127300,0.0003190274415888069
2750,PF3D7_1113600,0.0003188000031923951
837,PF3D7_0507600,0.00031875616883993336
3068,PF3D7_1150200,0.0003186575989092763
4511,PF3D7_1431800,0.0003181397131538354
3058,PF3D7_1148700,0.00031793928575119733
3704,PF3D7_1314000,0.0003177155417241551
3501,PF3D7_1247100,0.0003176475115324094
4242,PF3D7_1400600,0.0003173285584979667
2812,PF3D7_1120500,0.0003162444249230843
4919,PF3D7_1476000,0.0003158991171540803
4369,PF3D7_1414600,0.0003155897932091519
924,PF3D7_0516700,0.0003154537264939741
3741,PF3D7_1317800,0.0003152788661205431
2983,PF3D7_1139800,0.0003149567892046691
3297,PF3D7_1224700,0.0003132690718018414
297,PF3D7_0220400,0.0003130420987277963
2375,PF3D7_1009000,0.0003125271917722822
2854,PF3D7_1124800,0.0003125200979924817
2331,PF3D7_1004100,0.0003120367805460672
1695,PF3D7_0804800,0.00031128801261039066
688,PF3D7_0416900,0.000310886628422147
3463,PF3D7_1242800,0.0003107857177065312
4048,PF3D7_1351000,0.0003107009695634814
2954,PF3D7_1136000,0.0003106218257218668
3388,PF3D7_1234600,0.0003098196185138029
706,PF3D7_0418700,0.0003089920384041691
1294,PF3D7_0623900,0.00030876094192666686
3660,PF3D7_1309500,0.00030850886106253126
4051,PF3D7_1351300,0.00030786112035108114
3251,PF3D7_1219700,0.00030779253560843237
2980,PF3D7_1139300,0.00030700655209650997
884,PF3D7_0512600,0.00030674031986549185
1314,PF3D7_0626100,0.0003067187325430273
2079,PF3D7_0914000,0.0003066284120964987
3252,PF3D7_1219900,0.00030579036497726023
305,PF3D7_0221700,0.0003057492532487779
4712,PF3D7_1453700,0.0003057275358383867
4888,PF3D7_1472800,0.00030571430601159476
4791,PF3D7_1462200,0.000305356814394045
2419,PF3D7_1013700,0.00030520873811172865
2101,PF3D7_0916200,0.0003048362738232717
3408,PF3D7_1236700,0.0003044372852950977
3069,PF3D7_1150300,0.0003044173129581328
251,PF3D7_0215000,0.0003042102147439701
2802,PF3D7_1119500,0.00030319516758771175
734,PF3D7_0422200,0.0003031696105285223
234,PF3D7_0213200,0.0003025985042714061
2792,PF3D7_1118400,0.0003025395868253813
1474,PF3D7_0712300,0.00030175266088146736
1108,PF3D7_0604300,0.0003016351552794235
1624,PF3D7_0728900,0.0003013659313901566
4851,PF3D7_1468900,0.00030095335241943653
681,PF3D7_0416000,0.00030083424696769774
4880,PF3D7_1472000,0.0003006683793181965
2093,PF3D7_0915400,0.000300458981376907
1255,PF3D7_0619900,0.00030035358712477675
4560,PF3D7_1436900,0.00030030711606906683
2462,PF3D7_1018600,0.0002999690592081864
3940,PF3D7_1339400,0.0002998828994174838
908,PF3D7_0515100,0.00029960668062706486
67,PF3D7_0108100,0.00029938981234003097
4188,PF3D7_1366200,0.0002991913475298268
2284,PF3D7_0936400,0.0002985161776954273
1811,PF3D7_0817300,0.00029839198458540784
12,PF3D7_0102200,0.0002976060026730581
2529,PF3D7_1025900,0.0002972797665637453
1595,PF3D7_0725300,0.00029716740058235183
448,PF3D7_0315000,0.0002971241087162519
4108,PF3D7_1357700,0.00029700615621998627
96,PF3D7_0111800,0.00029687311481836924
1757,PF3D7_0811600,0.00029668256219823137
1717,PF3D7_0807200,0.00029648459433950113
677,PF3D7_0415600,0.00029577895816186193
2770,PF3D7_1115900,0.00029570064351545325
1216,PF3D7_0615600,0.00029556883374763854
3291,PF3D7_1224100,0.0002954167326672758
1626,PF3D7_0729200,0.00029539095785178446
4183,PF3D7_1365700,0.0002949551711448152
4655,PF3D7_1447200,0.00029470036996672344
2884,PF3D7_1128300,0.0002945753347297379
4725,PF3D7_1455000,0.00029438053522766184
3520,PF3D7_1249100,0.00029433236228444015
4257,PF3D7_1402200,0.00029422903644384015
3611,PF3D7_1304400,0.0002941001754432406
4686,PF3D7_1450800,0.00029347644851446226
258,PF3D7_0215700,0.00029283376862065843
577,PF3D7_0404600,0.0002926925528646126
2819,PF3D7_1121200,0.00029258094095932496
1467,PF3D7_0711200,0.00029247853931534465
4861,PF3D7_1469900,0.00029237060105828086
3120,PF3D7_1205400,0.0002920671526834535
2589,PF3D7_1033200,0.00029182226931011464
2629,PF3D7_1037700,0.00028994233081651184
3056,PF3D7_1147900,0.0002892978956985824
4083,PF3D7_1354700,0.000289164955534266
1561,PF3D7_0721700,0.0002889359200946166
4,PF3D7_0100600,0.00028874953172083895
1572,PF3D7_0723000,0.0002887460343244831
1332,PF3D7_0627900,0.00028873905654380804
2465,PF3D7_1018900,0.00028869981225524544
1593,PF3D7_0725100,0.00028850891431528476
8,PF3D7_0101800,0.0002878557752789143
123,PF3D7_0115700,0.00028769122294831196
71,PF3D7_0108700,0.0002876089732102733
486,PF3D7_0318900,0.0002874374822469097
944,PF3D7_0518700,0.00028725068579491696
4245,PF3D7_1401000,0.00028703809357106706
1939,PF3D7_0830900,0.0002865848949569214
531,PF3D7_0323500,0.0002863656430102867
3796,PF3D7_1323500,0.0002861850960980818
3603,PF3D7_1303500,0.0002861013893889641
4419,PF3D7_1420700,0.00028609182806043157
4261,PF3D7_1402700,0.00028568784123204113
327,PF3D7_0301800,0.00028567923673805337
396,PF3D7_0309100,0.0002856262809471438
3894,PF3D7_1334300,0.00028520840098194465
4598,PF3D7_1441000,0.00028505954652194174
1971,PF3D7_0902300,0.00028443554561722597
2425,PF3D7_1014400,0.00028396084799091695
1283,PF3D7_0622800,0.0002835554750481759
1726,PF3D7_0808100,0.00028344792073194466
1410,PF3D7_0705000,0.0002832610903670215
1747,PF3D7_0810500,0.0002829995990257826
1478,PF3D7_0712900,0.000282351813854057
2345,PF3D7_1005600,0.0002822149725863285
245,PF3D7_0214400,0.0002821415063809379
3338,PF3D7_1228900,0.0002821398071870051
2536,PF3D7_1027100,0.0002816858781910167
3707,PF3D7_1314300,0.00028154218152015163
3785,PF3D7_1322400,0.0002815403178942726
16,PF3D7_0102600,0.00028087218968076875
29,PF3D7_0104000,0.000280109495766467
330,PF3D7_0302100,0.0002798644938360203
4429,PF3D7_1421900,0.00027969627530003804
3598,PF3D7_1302900,0.0002793688254915752
1833,PF3D7_0819700,0.000279053378564309
3726,PF3D7_1316200,0.00027881116292524086
777,PF3D7_0501000,0.00027874189800143335
4514,PF3D7_1432100,0.00027855579103296287
597,PF3D7_0406700,0.00027844921473079733
3631,PF3D7_1306600,0.0002779573288382401
3535,PF3D7_1250600,0.0002773425184321216
1299,PF3D7_0624500,0.000277341480465771
872,PF3D7_0511400,0.00027679466799129934
65,PF3D7_0107900,0.00027653911301142646
1203,PF3D7_0614300,0.0002760686087754475
652,PF3D7_0412400,0.00027606837009640277
4186,PF3D7_1366000,0.00027579097191245865
2543,PF3D7_1028100,0.00027565407700974424
1439,PF3D7_0708400,0.00027551649038453393
1191,PF3D7_0613100,0.0002753131953158353
4474,PF3D7_1428000,0.00027495105953494555
225,PF3D7_0212300,0.0002747144789777186
2438,PF3D7_1015900,0.0002743465635945906
2012,PF3D7_0906600,0.0002741582545777933
1381,PF3D7_0702000,0.0002741522750475395
4754,PF3D7_1458100,0.0002738156770540415
2620,PF3D7_1036800,0.0002733545730491365
3755,PF3D7_1319200,0.00027328900668629406
4120,PF3D7_1358900,0.000273083450957628
2535,PF3D7_1027000,0.0002728026353282857
678,PF3D7_0415700,0.0002727821171348069
162,PF3D7_0204800,0.00027257869906248405
633,PF3D7_0410400,0.00027251579837672186
4056,PF3D7_1352000,0.00027238738823978843
2244,PF3D7_0932100,0.00027222605696743964
2132,PF3D7_0919500,0.00027160634123617964
4854,PF3D7_1469200,0.0002714993422288939
2598,PF3D7_1034200,0.0002712860843323947
2784,PF3D7_1117500,0.00027126607447998076
1316,PF3D7_0626300,0.0002712498254550567
248,PF3D7_0214700,0.00027094119570969
3827,PF3D7_1326900,0.00027082599941291146
4237,PF3D7_1400100,0.0002706737494383023
2755,PF3D7_1114200,0.00027064610272136184
1591,PF3D7_0724900,0.00027018132128350217
1914,PF3D7_0827900,0.00027007516508959585
579,PF3D7_0404800,0.0002700023501100007
4277,PF3D7_1404800,0.0002697718582822954
3209,PF3D7_1215100,0.0002694365062485346
1397,PF3D7_0703700,0.000269416957866494
3816,PF3D7_1325600,0.0002692556365635803
4646,PF3D7_1446300,0.0002688379282761315
103,PF3D7_0112900,0.00026879302607564655
112,PF3D7_0113900,0.0002684819293390183
3302,PF3D7_1225200,0.00026847979439448847
3266,PF3D7_1221500,0.00026821811512238886
3828,PF3D7_1327000,0.0002680528014579323
4675,PF3D7_1449600,0.0002679899935158638
3735,PF3D7_1317200,0.00026764434811189737
2306,PF3D7_1001400,0.0002675167674278567
