,Feature,W,Scaled
3348,PF3D7_1135600,1.1544357538223267,0.14666748
4821,PF3D7_1407400,1.1544357538223267,0.14666748
4374,PF3D7_1334500,1.154435634613037,0.14660645
2603,PF3D7_0937600,1.154435634613037,0.14660645
2466,PF3D7_0923900,1.154435634613037,0.14660645
4639,PF3D7_1361600,1.1544355154037476,0.14657593
4901,PF3D7_1415400,1.154435396194458,0.1465149
5214,PF3D7_1447400,1.154435396194458,0.1465149
3838,PF3D7_1235100,1.1544352769851685,0.14648438
3914,PF3D7_1243000,1.1544352769851685,0.14648438
4265,PF3D7_1323600,1.1544352769851685,0.14648438
1110,PF3D7_0515900,1.154435157775879,0.14642334
2151,PF3D7_0825500,1.154435157775879,0.14642334
4292,PF3D7_1326300,1.154435157775879,0.14642334
1120,PF3D7_0516900,1.1544350385665894,0.1463623
3615,PF3D7_1212500,1.1544350385665894,0.1463623
4555,PF3D7_1352800,1.1544349193572998,0.14633179
4823,PF3D7_1407600,1.1544349193572998,0.14633179
2884,PF3D7_1028100,1.1544349193572998,0.14633179
4690,PF3D7_1366700,1.1544349193572998,0.14633179
2736,PF3D7_1013200,1.1544348001480103,0.14627075
3958,PF3D7_1247400,1.1544348001480103,0.14627075
2162,PF3D7_0826600,1.1544346809387207,0.14624023
1931,PF3D7_0803000,1.1544346809387207,0.14624023
3015,PF3D7_1101100,1.1544346809387207,0.14624023
5397,PF3D7_1465700,1.1544346809387207,0.14624023
1060,PF3D7_0510900,1.1544345617294312,0.1461792
3953,PF3D7_1246900,1.1544345617294312,0.1461792
3261,PF3D7_1126800,1.1544345617294312,0.1461792
5388,PF3D7_1464800,1.1544345617294312,0.1461792
2926,PF3D7_1032300,1.1544344425201416,0.14611816
1640,PF3D7_0705200,1.1544344425201416,0.14611816
3982,PF3D7_1249800,1.1544344425201416,0.14611816
5179,PF3D7_1443900,1.1544344425201416,0.14611816
808,PF3D7_0410400,1.154434323310852,0.14608765
510,PF3D7_0304400,1.154434323310852,0.14608765
358,PF3D7_0211800,1.154434323310852,0.14608765
1459,PF3D7_0618800,1.1544342041015625,0.14602661
3184,PF3D7_1119100,1.154434084892273,0.1459961
1165,PF3D7_0521400,1.1544339656829834,0.14593506
3850,PF3D7_1236300,1.1544339656829834,0.14593506
927,PF3D7_0423200,1.1544338464736938,0.14590454
2766,PF3D7_1016200,1.1544338464736938,0.14590454
516,PF3D7_0305000,1.1544338464736938,0.14590454
2891,PF3D7_1028800,1.1544337272644043,0.1458435
1811,PF3D7_0723100,1.1544337272644043,0.1458435
2867,PF3D7_1026300,1.1544337272644043,0.1458435
5250,PF3D7_1451000,1.1544336080551147,0.14578247
4551,PF3D7_1352400,1.1544336080551147,0.14578247
4271,PF3D7_1324200,1.1544334888458252,0.14575195
4432,PF3D7_1340500,1.1544334888458252,0.14575195
480,PF3D7_0301400,1.1544333696365356,0.14569092
2646,PF3D7_1004100,1.1544333696365356,0.14569092
841,PF3D7_0414300,1.1544333696365356,0.14569092
5139,PF3D7_1439900,1.154433250427246,0.1456604
2354,PF3D7_0912700,1.1544331312179565,0.14559937
5194,PF3D7_1445400,1.1544331312179565,0.14559937
3287,PF3D7_1129500,1.1544331312179565,0.14559937
4720,PF3D7_1369700,1.154433012008667,0.14556885
4508,PF3D7_1348100,1.154433012008667,0.14556885
974,PF3D7_0502100,1.154433012008667,0.14556885
1529,PF3D7_0625700,1.154433012008667,0.14556885
1934,PF3D7_0803300,1.154433012008667,0.14556885
2713,PF3D7_1010900,1.154433012008667,0.14556885
2942,PF3D7_1033900,1.154433012008667,0.14556885
5188,PF3D7_1444800,1.154433012008667,0.14556885
2401,PF3D7_0917400,1.154433012008667,0.14556885
232,PF3D7_0114500,1.154433012008667,0.14556885
399,PF3D7_0215900,1.1544328927993774,0.14550781
4781,PF3D7_1403500,1.1544328927993774,0.14550781
1485,PF3D7_0621400,1.1544328927993774,0.14550781
812,PF3D7_0410800,1.154432773590088,0.14544678
3368,PF3D7_1137600,1.154432773590088,0.14544678
3032,PF3D7_1103800,1.154432773590088,0.14544678
867,PF3D7_0416900,1.154432773590088,0.14544678
107,PF3D7_0101000,1.154432773590088,0.14544678
5026,PF3D7_1428600,1.1544326543807983,0.14541626
5276,PF3D7_1453600,1.1544326543807983,0.14541626
766,PF3D7_0406100,1.1544325351715088,0.14535522
2919,PF3D7_1031600,1.1544325351715088,0.14535522
1698,PF3D7_0711300,1.1544324159622192,0.1453247
1972,PF3D7_0807300,1.1544324159622192,0.1453247
2758,PF3D7_1015400,1.1544324159622192,0.1453247
2402,PF3D7_0917500,1.1544322967529297,0.14526367
5347,PF3D7_1460700,1.1544321775436401,0.14523315
3259,PF3D7_1126600,1.1544320583343506,0.14517212
179,PF3D7_0108600,1.1544320583343506,0.14517212
3713,PF3D7_1222400,1.154431939125061,0.14511108
91,MAL9.1260227.1260490.bc.kr,1.154431939125061,0.14511108
4474,PF3D7_1344700,1.154431939125061,0.14511108
1917,PF3D7_0801600,1.1544318199157715,0.14508057
4713,PF3D7_1369000,1.1544318199157715,0.14508057
745,PF3D7_0404000,1.154431700706482,0.14501953
3168,PF3D7_1117500,1.154431700706482,0.14501953
3790,PF3D7_1230100,1.1544315814971924,0.14498901
1861,PF3D7_0728500,1.1544315814971924,0.14498901
5446,PF3D7_1470600,1.1544315814971924,0.14498901
4758,PF3D7_1401200,1.1544315814971924,0.14498901
873,PF3D7_0417500,1.1544315814971924,0.14498901
4874,PF3D7_1412700,1.1544314622879028,0.14492798
3182,PF3D7_1118900,1.1544314622879028,0.14492798
2573,PF3D7_0934600,1.1544313430786133,0.14486694
4916,PF3D7_1416900,1.1544313430786133,0.14486694
4846,PF3D7_1409900,1.1544312238693237,0.14483643
1714,PF3D7_0713300,1.1544312238693237,0.14483643
3560,PF3D7_1206900,1.1544311046600342,0.14477539
5028,PF3D7_1428800,1.1544309854507446,0.14474487
3988,PF3D7_1250400,1.1544309854507446,0.14474487
1533,PF3D7_0626100,1.1544309854507446,0.14474487
4969,PF3D7_1422600,1.154430866241455,0.14468384
691,PF3D7_0322500,1.154430866241455,0.14468384
1039,PF3D7_0508700,1.154430866241455,0.14468384
138,PF3D7_0104500,1.154430866241455,0.14468384
2009,PF3D7_0811200,1.154430866241455,0.14468384
1641,PF3D7_0705300,1.154430866241455,0.14468384
3299,PF3D7_1130700,1.1544307470321655,0.14465332
5307,PF3D7_1456700,1.1544307470321655,0.14465332
1803,PF3D7_0722300,1.1544307470321655,0.14465332
1541,PF3D7_0626900,1.1544307470321655,0.14465332
2020,PF3D7_0812220,1.1544305086135864,0.14453125
1276,PF3D7_0532900,1.1544305086135864,0.14453125
2784,PF3D7_1018000,1.1544305086135864,0.14453125
1168,PF3D7_0521700,1.1544303894042969,0.14450073
1998,PF3D7_0810100,1.1544303894042969,0.14450073
2065,PF3D7_0816800,1.1544303894042969,0.14450073
4863,PF3D7_1411600,1.1544303894042969,0.14450073
3774,PF3D7_1228500,1.1544302701950073,0.1444397
130,PF3D7_0103700,1.1544302701950073,0.1444397
1234,PF3D7_0528300,1.1544302701950073,0.1444397
1852,PF3D7_0727600,1.1544300317764282,0.14434814
5072,PF3D7_1433200,1.1544300317764282,0.14434814
3559,PF3D7_1206800,1.1544300317764282,0.14434814
2883,PF3D7_1028000,1.1544300317764282,0.14434814
1532,PF3D7_0626000,1.1544300317764282,0.14434814
4788,PF3D7_1404200,1.1544299125671387,0.14431763
3539,PF3D7_1204700,1.1544299125671387,0.14431763
1822,PF3D7_0724200,1.1544299125671387,0.14431763
5097,PF3D7_1435700.1,1.1544297933578491,0.14425659
3209,PF3D7_1121600,1.1544297933578491,0.14425659
1969,PF3D7_0807000,1.1544297933578491,0.14425659
4337,PF3D7_1330800,1.1544297933578491,0.14425659
4971,PF3D7_1422800,1.1544297933578491,0.14425659
2090,PF3D7_0819400,1.1544296741485596,0.14419556
3690,PF3D7_1220100,1.1544296741485596,0.14419556
5286,PF3D7_1454600,1.1544296741485596,0.14419556
962,PF3D7_0500900,1.1544296741485596,0.14419556
761,PF3D7_0405600,1.1544296741485596,0.14419556
3871,PF3D7_1238400,1.1544296741485596,0.14419556
889,PF3D7_0419100,1.15442955493927,0.14416504
2873,PF3D7_1027000,1.15442955493927,0.14416504
596,PF3D7_0313100,1.1544294357299805,0.144104
4422,PF3D7_1339500,1.1544294357299805,0.144104
1800,PF3D7_0722000,1.1544294357299805,0.144104
1806,PF3D7_0722600,1.154429316520691,0.14407349
1026,PF3D7_0507400,1.154429316520691,0.14407349
886,PF3D7_0418800,1.154429316520691,0.14407349
2597,PF3D7_0937000,1.154429316520691,0.14407349
4844,PF3D7_1409700,1.1544291973114014,0.14401245
2694,PF3D7_1009000,1.1544291973114014,0.14401245
418,PF3D7_0217800,1.1544291973114014,0.14401245
4202,PF3D7_1317300,1.1544290781021118,0.14395142
122,PF3D7_0102900,1.1544290781021118,0.14395142
5065,PF3D7_1432500,1.1544289588928223,0.1439209
5416,PF3D7_1467600,1.1544289588928223,0.1439209
4511,PF3D7_1348400,1.1544289588928223,0.1439209
3150,PF3D7_1115700,1.1544288396835327,0.14385986
5041,PF3D7_1430100,1.1544288396835327,0.14385986
4828,PF3D7_1408100,1.1544287204742432,0.14382935
4861,PF3D7_1411400,1.1544286012649536,0.14376831
2274,PF3D7_0904600,1.1544286012649536,0.14376831
1076,PF3D7_0512500,1.1544286012649536,0.14376831
4446,PF3D7_1341900,1.154428482055664,0.1437378
3445,PF3D7_1145300,1.154428482055664,0.1437378
671,PF3D7_0320500,1.154428482055664,0.1437378
4832,PF3D7_1408500,1.154428482055664,0.1437378
1499,PF3D7_0622800,1.154428482055664,0.1437378
1680,PF3D7_0709500,1.1544283628463745,0.14367676
3807,PF3D7_1231900,1.1544283628463745,0.14367676
1211,PF3D7_0526000,1.1544283628463745,0.14367676
4396,PF3D7_1336800,1.1544283628463745,0.14367676
3345,PF3D7_1135300,1.1544283628463745,0.14367676
1570,PF3D7_0629800,1.1544283628463745,0.14367676
5422,PF3D7_1468200,1.1544283628463745,0.14367676
4005,PF3D7_1252200,1.154428243637085,0.14361572
2186,PF3D7_0829000,1.154428243637085,0.14361572
2506,PF3D7_0927900,1.1544281244277954,0.1435852
204,PF3D7_0111200,1.1544281244277954,0.1435852
4596,PF3D7_1357200,1.1544281244277954,0.1435852
2917,PF3D7_1031400.1,1.1544280052185059,0.14352417
264,PF3D7_0202300,1.1544280052185059,0.14352417
2539,PF3D7_0931200,1.1544280052185059,0.14352417
3365,PF3D7_1137300,1.1544280052185059,0.14352417
3816,PF3D7_1232800,1.1544278860092163,0.14349365
4450,PF3D7_1342300,1.1544278860092163,0.14349365
1693,PF3D7_0710800,1.1544278860092163,0.14349365
5183,PF3D7_1444300,1.1544278860092163,0.14349365
3045,PF3D7_1105100,1.1544277667999268,0.14343262
4572,PF3D7_1354500,1.1544277667999268,0.14343262
4659,PF3D7_1363600,1.1544277667999268,0.14343262
1328,PF3D7_0605800,1.1544276475906372,0.1434021
4372,PF3D7_1334300,1.1544275283813477,0.14334106
2344,PF3D7_0911600,1.1544275283813477,0.14334106
5088,PF3D7_1434800,1.1544275283813477,0.14334106
539,PF3D7_0307300,1.154427409172058,0.14328003
1883,PF3D7_0730900,1.1544272899627686,0.14324951
906,PF3D7_0420900,1.1544272899627686,0.14324951
4287,PF3D7_1325800,1.154427170753479,0.14318848
2430,PF3D7_0920300,1.1544270515441895,0.14315796
3282,PF3D7_1129000,1.1544270515441895,0.14315796
1786,PF3D7_0720600,1.1544270515441895,0.14315796
5303,PF3D7_1456300,1.1544270515441895,0.14315796
1104,PF3D7_0515300,1.1544269323349,0.14309692
602,PF3D7_0313700.1,1.1544269323349,0.14309692
420,PF3D7_0218000,1.1544269323349,0.14309692
1924,PF3D7_0802300,1.1544269323349,0.14309692
2503,PF3D7_0927600,1.1544268131256104,0.14303589
4655,PF3D7_1363200,1.1544268131256104,0.14303589
3406,PF3D7_1141400,1.1544268131256104,0.14303589
789,PF3D7_0408500,1.1544268131256104,0.14303589
4066,PF3D7_1303700,1.1544266939163208,0.14300537
3704,PF3D7_1221500,1.1544266939163208,0.14300537
5322,PF3D7_1458200,1.1544266939163208,0.14300537
2114,PF3D7_0821800,1.1544266939163208,0.14300537
800,PF3D7_0409600,1.1544265747070312,0.14294434
4719,PF3D7_1369600,1.1544265747070312,0.14294434
504,PF3D7_0303800,1.1544265747070312,0.14294434
331,PF3D7_0209000,1.1544264554977417,0.14291382
275,PF3D7_0203400,1.1544264554977417,0.14291382
2298,PF3D7_0907000,1.1544264554977417,0.14291382
2424,PF3D7_0919700,1.1544263362884521,0.14285278
1758,PF3D7_0717800,1.154426097869873,0.14276123
4103,PF3D7_1307400,1.154426097869873,0.14276123
3415,PF3D7_1142300,1.154426097869873,0.14276123
4138,PF3D7_1310900,1.154426097869873,0.14276123
1720,PF3D7_0713900,1.1544259786605835,0.1427002
1213,PF3D7_0526200.1,1.1544259786605835,0.1427002
3028,PF3D7_1103400,1.1544259786605835,0.1427002
669,PF3D7_0320300,1.154425859451294,0.14266968
1392,PF3D7_0612100,1.154425859451294,0.14266968
288,PF3D7_0204700,1.154425859451294,0.14266968
1774,PF3D7_0719400,1.154425859451294,0.14266968
3056,PF3D7_1106200,1.154425859451294,0.14266968
4118,PF3D7_1308900,1.1544257402420044,0.14260864
5317,PF3D7_1457700,1.1544257402420044,0.14260864
3633,PF3D7_1214300,1.1544256210327148,0.14257812
3066,PF3D7_1107200,1.1544256210327148,0.14257812
4322,PF3D7_1329300,1.1544256210327148,0.14257812
4987,PF3D7_1424600,1.1544256210327148,0.14257812
1743,PF3D7_0716300,1.1544255018234253,0.14251709
5164,PF3D7_1442400,1.1544255018234253,0.14251709
4142,PF3D7_1311300,1.1544255018234253,0.14251709
543,PF3D7_0307700,1.1544255018234253,0.14251709
1754,PF3D7_0717400,1.1544255018234253,0.14251709
3208,PF3D7_1121500,1.1544255018234253,0.14251709
5428,PF3D7_1468800,1.1544255018234253,0.14251709
4227,PF3D7_1319800,1.1544255018234253,0.14251709
2,MAL1.562126.562246.bc..r...,1.1544255018234253,0.14251709
344,PF3D7_0210400,1.1544253826141357,0.14248657
2134,PF3D7_0823800,1.1544253826141357,0.14248657
4384,PF3D7_1335600,1.1544253826141357,0.14248657
1484,PF3D7_0621300,1.1544252634048462,0.14242554
1745,PF3D7_0716500,1.1544252634048462,0.14242554
3955,PF3D7_1247100,1.1544252634048462,0.14242554
4771,PF3D7_1402500,1.1544252634048462,0.14242554
385,PF3D7_0214500,1.1544251441955566,0.1423645
5335,PF3D7_1459500,1.1544251441955566,0.1423645
5228,PF3D7_1448800,1.1544251441955566,0.1423645
1012,PF3D7_0506000,1.1544251441955566,0.1423645
861,PF3D7_0416300,1.1544251441955566,0.1423645
1968,PF3D7_0806900,1.1544249057769775,0.14227295
5309,PF3D7_1456900,1.1544249057769775,0.14227295
1132,PF3D7_0518100,1.1544249057769775,0.14227295
5040,PF3D7_1430000,1.154424786567688,0.14224243
4887,PF3D7_1414000,1.154424786567688,0.14224243
4280,PF3D7_1325100,1.154424786567688,0.14224243
74,MAL7.51465.51673....kr...c,1.154424786567688,0.14224243
4014,PF3D7_1253100,1.1544246673583984,0.1421814
1916,PF3D7_0801500,1.1544246673583984,0.1421814
369,PF3D7_0212900,1.1544245481491089,0.14212036
2168,PF3D7_0827200,1.1544245481491089,0.14212036
2277,PF3D7_0904900,1.1544245481491089,0.14212036
3547,PF3D7_1205600,1.1544245481491089,0.14212036
4148,PF3D7_1311900,1.1544244289398193,0.14208984
4617,PF3D7_1359300,1.1544244289398193,0.14208984
991,PF3D7_0503900,1.1544243097305298,0.14202881
5267,PF3D7_1452700,1.1544243097305298,0.14202881
673,PF3D7_0320700,1.1544243097305298,0.14202881
4512,PF3D7_1348500,1.1544243097305298,0.14202881
514,PF3D7_0304800,1.1544243097305298,0.14202881
5398,PF3D7_1465800,1.1544241905212402,0.14199829
1750,PF3D7_0717000,1.1544241905212402,0.14199829
1188,PF3D7_0523700,1.1544241905212402,0.14199829
2003,PF3D7_0810600,1.1544241905212402,0.14199829
3183,PF3D7_1119000,1.1544241905212402,0.14199829
4780,PF3D7_1403400,1.1544241905212402,0.14199829
5486,PF3D7_1474600,1.1544241905212402,0.14199829
4192,PF3D7_1316300,1.1544241905212402,0.14199829
2422,PF3D7_0919500,1.1544240713119507,0.14193726
3239,PF3D7_1124600,1.1544240713119507,0.14193726
5496,PF3D7_1475600,1.1544239521026611,0.14190674
3231,PF3D7_1123800,1.1544239521026611,0.14190674
2702,PF3D7_1009800,1.1544239521026611,0.14190674
2967,PF3D7_1036600.1,1.1544239521026611,0.14190674
4090,PF3D7_1306100,1.1544238328933716,0.1418457
1071,PF3D7_0512000,1.1544238328933716,0.1418457
4767,PF3D7_1402100,1.154423713684082,0.14178467
1103,PF3D7_0515200,1.154423713684082,0.14178467
3977,PF3D7_1249300,1.154423713684082,0.14178467
4668,PF3D7_1364500,1.1544235944747925,0.14175415
3353,PF3D7_1136100,1.1544235944747925,0.14175415
2100,PF3D7_0820400,1.1544235944747925,0.14175415
4072,PF3D7_1304300,1.1544235944747925,0.14175415
778,PF3D7_0407400,1.154423475265503,0.14169312
1366,PF3D7_0609500,1.154423475265503,0.14169312
409,PF3D7_0216900,1.154423475265503,0.14169312
3779,PF3D7_1229000,1.154423475265503,0.14169312
3859,PF3D7_1237200,1.1544233560562134,0.1416626
3303,PF3D7_1131100,1.1544233560562134,0.1416626
2722,PF3D7_1011800,1.1544233560562134,0.1416626
1631,PF3D7_0704300,1.1544233560562134,0.1416626
4592,PF3D7_1356600,1.1544233560562134,0.1416626
5438,PF3D7_1469800,1.1544232368469238,0.14160156
165,PF3D7_0107200,1.1544232368469238,0.14160156
4128,PF3D7_1309900,1.1544232368469238,0.14160156
5283,PF3D7_1454300,1.1544231176376343,0.14157104
534,PF3D7_0306800,1.1544231176376343,0.14157104
4205,PF3D7_1317600,1.1544231176376343,0.14157104
2433,PF3D7_0920600,1.1544231176376343,0.14157104
4179,PF3D7_1315000,1.1544229984283447,0.14151001
1469,PF3D7_0619800,1.1544229984283447,0.14151001
1092,PF3D7_0514100,1.1544229984283447,0.14151001
2555,PF3D7_0932800,1.1544229984283447,0.14151001
1436,PF3D7_0616500,1.1544229984283447,0.14151001
2196,PF3D7_0830100,1.1544228792190552,0.14144897
1133,PF3D7_0518200,1.1544227600097656,0.14141846
3277,PF3D7_1128400,1.1544227600097656,0.14141846
4020,PF3D7_1253900,1.1544227600097656,0.14141846
2767,PF3D7_1016300,1.1544227600097656,0.14141846
4845,PF3D7_1409800,1.1544227600097656,0.14141846
837,PF3D7_0413900,1.154422640800476,0.14135742
1374,PF3D7_0610300,1.154422640800476,0.14135742
496,PF3D7_0303000,1.154422640800476,0.14135742
181,PF3D7_0108800,1.1544225215911865,0.1413269
850,PF3D7_0415200,1.1544225215911865,0.1413269
3091,PF3D7_1109700,1.1544225215911865,0.1413269
2439,PF3D7_0921200,1.1544222831726074,0.14120483
2847,PF3D7_1024300,1.1544222831726074,0.14120483
5435,PF3D7_1469500,1.1544220447540283,0.14111328
3563,PF3D7_1207200,1.1544220447540283,0.14111328
545,PF3D7_0307900,1.1544220447540283,0.14111328
3785,PF3D7_1229600,1.1544219255447388,0.14108276
3604,PF3D7_1211300,1.1544219255447388,0.14108276
1868,PF3D7_0729200,1.1544219255447388,0.14108276
982,PF3D7_0502900,1.1544218063354492,0.14102173
3416,PF3D7_1142400,1.1544218063354492,0.14102173
1639,PF3D7_0705100,1.1544216871261597,0.14099121
798,PF3D7_0409400,1.1544215679168701,0.14093018
2487,PF3D7_0926000,1.1544215679168701,0.14093018
1681,PF3D7_0709600,1.1544215679168701,0.14093018
1679,PF3D7_0709400,1.1544214487075806,0.14086914
5141,PF3D7_1440100,1.1544214487075806,0.14086914
830,PF3D7_0413200,1.1544214487075806,0.14086914
1579,PF3D7_0630700,1.1544214487075806,0.14086914
4884,PF3D7_1413700,1.1544214487075806,0.14086914
4412,PF3D7_1338400,1.1544214487075806,0.14086914
1691,PF3D7_0710600,1.154421329498291,0.14083862
4062,PF3D7_1303300,1.154421329498291,0.14083862
4488,PF3D7_1346100,1.154421091079712,0.14074707
2285,PF3D7_0905700.1,1.1544209718704224,0.14068604
2173,PF3D7_0827700,1.1544209718704224,0.14068604
1503,PF3D7_0623200,1.1544209718704224,0.14068604
4531,PF3D7_1350400,1.1544208526611328,0.14065552
742,PF3D7_0403700,1.1544208526611328,0.14065552
2549,PF3D7_0932200,1.1544207334518433,0.14059448
29,MAL13.1349736.1349797...gk,1.1544207334518433,0.14059448
4622,PF3D7_1359800,1.1544207334518433,0.14059448
643,PF3D7_0317700,1.1544206142425537,0.14053345
442,PF3D7_0220200,1.1544206142425537,0.14053345
2582,PF3D7_0935500,1.1544206142425537,0.14053345
46,MAL14.987856.987928.....r.,1.1544206142425537,0.14053345
2645,PF3D7_1004000,1.1544206142425537,0.14053345
411,PF3D7_0217100,1.1544206142425537,0.14053345
160,PF3D7_0106700,1.1544204950332642,0.14050293
4500,PF3D7_1347300,1.1544204950332642,0.14050293
5045,PF3D7_1430500,1.1544203758239746,0.1404419
1289,PF3D7_0601900,1.1544203758239746,0.1404419
2814,PF3D7_1021000,1.1544203758239746,0.1404419
3702,PF3D7_1221300,1.1544203758239746,0.1404419
4360,PF3D7_1333100,1.154420256614685,0.14041138
1871,PF3D7_0729500,1.154420256614685,0.14041138
4458,PF3D7_1343100,1.154420256614685,0.14041138
287,PF3D7_0204600,1.154420256614685,0.14041138
3655,PF3D7_1216500,1.154420256614685,0.14041138
4415,PF3D7_1338700,1.154420256614685,0.14041138
4232,PF3D7_1320300,1.154420256614685,0.14041138
3102,PF3D7_1110800,1.1544201374053955,0.14035034
2131,PF3D7_0823500,1.1544201374053955,0.14035034
5160,PF3D7_1442000,1.1544201374053955,0.14035034
412,PF3D7_0217200,1.1544201374053955,0.14035034
2862,PF3D7_1025800,1.1544201374053955,0.14035034
1017,PF3D7_0506500,1.1544201374053955,0.14035034
271,PF3D7_0203000,1.154420018196106,0.1402893
2971,PF3D7_1037000,1.154420018196106,0.1402893
923,PF3D7_0422800,1.154420018196106,0.1402893
4080,PF3D7_1305100,1.1544198989868164,0.14025879
990,PF3D7_0503800,1.1544198989868164,0.14025879
5368,PF3D7_1462800,1.1544198989868164,0.14025879
3020,PF3D7_1102500,1.1544197797775269,0.14019775
972,PF3D7_0501900,1.1544197797775269,0.14019775
3160,PF3D7_1116700,1.1544197797775269,0.14019775
3876,PF3D7_1238900,1.1544197797775269,0.14019775
2944,PF3D7_1034100,1.1544197797775269,0.14019775
2116,PF3D7_0822000,1.1544196605682373,0.14016724
4375,PF3D7_1334600,1.1544196605682373,0.14016724
3352,PF3D7_1136000,1.1544196605682373,0.14016724
790,PF3D7_0408600,1.1544196605682373,0.14016724
1066,PF3D7_0511500,1.1544195413589478,0.1401062
2827,PF3D7_1022300,1.1544195413589478,0.1401062
1746,PF3D7_0716600,1.1544195413589478,0.1401062
3283,PF3D7_1129100,1.1544195413589478,0.1401062
2157,PF3D7_0826100,1.1544195413589478,0.1401062
4646,PF3D7_1362300,1.1544195413589478,0.1401062
3571,PF3D7_1208000,1.1544195413589478,0.1401062
152,PF3D7_0105900,1.1544194221496582,0.14007568
111,PF3D7_0101800,1.1544194221496582,0.14007568
4784,PF3D7_1403800,1.1544194221496582,0.14007568
5381,PF3D7_1464100,1.1544194221496582,0.14007568
3310,PF3D7_1131800,1.1544194221496582,0.14007568
4295,PF3D7_1326600,1.1544193029403687,0.14001465
652,PF3D7_0318600,1.1544193029403687,0.14001465
2757,PF3D7_1015300,1.1544193029403687,0.14001465
4526,PF3D7_1349900,1.1544193029403687,0.14001465
3703,PF3D7_1221400,1.154419183731079,0.13995361
5343,PF3D7_1460300,1.154419183731079,0.13995361
3304,PF3D7_1131200,1.154419183731079,0.13995361
5131,PF3D7_1439100,1.1544190645217896,0.1399231
2115,PF3D7_0821900,1.1544189453125,0.13986206
4929,PF3D7_1418200,1.1544189453125,0.13986206
101,PF3D7_0100200,1.1544189453125,0.13986206
835,PF3D7_0413700,1.1544189453125,0.13986206
2931,PF3D7_1032800,1.1544189453125,0.13986206
4334,PF3D7_1330500,1.1544188261032104,0.13983154
3509,PF3D7_1201700,1.1544188261032104,0.13983154
4309,PF3D7_1328000,1.1544188261032104,0.13983154
5127,PF3D7_1438700,1.1544188261032104,0.13983154
3086,PF3D7_1109200,1.154418706893921,0.13977051
3051,PF3D7_1105700,1.154418706893921,0.13977051
515,PF3D7_0304900,1.154418706893921,0.13977051
4484,PF3D7_1345700,1.154418706893921,0.13977051
3648,PF3D7_1215800,1.154418706893921,0.13977051
1925,PF3D7_0802400,1.154418706893921,0.13977051
3727,PF3D7_1223800,1.1544184684753418,0.13967896
2933,PF3D7_1033000,1.1544184684753418,0.13967896
4151,PF3D7_1312200,1.1544184684753418,0.13967896
2617,PF3D7_1001200,1.1544184684753418,0.13967896
4605,PF3D7_1358100,1.1544183492660522,0.13961792
1862,PF3D7_0728600,1.1544183492660522,0.13961792
693,PF3D7_0322700,1.1544183492660522,0.13961792
5387,PF3D7_1464700,1.1544183492660522,0.13961792
2774,PF3D7_1017000,1.1544183492660522,0.13961792
1419,PF3D7_0614800,1.1544182300567627,0.1395874
5420,PF3D7_1468000,1.1544181108474731,0.13952637
2785,PF3D7_1018100,1.1544181108474731,0.13952637
4529,PF3D7_1350200,1.1544181108474731,0.13952637
1683,PF3D7_0709800,1.1544181108474731,0.13952637
891,PF3D7_0419300,1.1544181108474731,0.13952637
3402,PF3D7_1141000,1.1544179916381836,0.13949585
877,PF3D7_0417900,1.154417872428894,0.13943481
4285,PF3D7_1325600,1.1544177532196045,0.13937378
5453,PF3D7_1471300,1.1544177532196045,0.13937378
3797,PF3D7_1230800,1.1544177532196045,0.13937378
1873,PF3D7_0729700,1.1544177532196045,0.13937378
169,PF3D7_0107600,1.1544177532196045,0.13937378
1596,PF3D7_0700300,1.1544177532196045,0.13937378
3181,PF3D7_1118800,1.1544177532196045,0.13937378
5263,PF3D7_1452300,1.1544177532196045,0.13937378
3089,PF3D7_1109500,1.154417634010315,0.13934326
310,PF3D7_0206900.1,1.154417634010315,0.13934326
3165,PF3D7_1117200,1.154417634010315,0.13934326
810,PF3D7_0410600,1.1544175148010254,0.13928223
608,PF3D7_0314300,1.1544175148010254,0.13928223
4494,PF3D7_1346700,1.1544175148010254,0.13928223
3311,PF3D7_1131900,1.1544175148010254,0.13928223
3638,PF3D7_1214800,1.1544175148010254,0.13928223
3645,PF3D7_1215500,1.1544173955917358,0.13925171
4890,PF3D7_1414300,1.1544173955917358,0.13925171
3810,PF3D7_1232200,1.1544173955917358,0.13925171
4642,PF3D7_1361900,1.1544172763824463,0.13919067
4917,PF3D7_1417000,1.1544172763824463,0.13919067
1676,PF3D7_0709100,1.1544172763824463,0.13919067
2894,PF3D7_1029100.1,1.1544172763824463,0.13919067
3652,PF3D7_1216200,1.1544172763824463,0.13919067
1557,PF3D7_0628500,1.1544172763824463,0.13919067
4833,PF3D7_1408600,1.1544171571731567,0.13916016
3820,PF3D7_1233200.1,1.1544171571731567,0.13916016
4419,PF3D7_1339100,1.1544171571731567,0.13916016
4803,PF3D7_1405600,1.1544171571731567,0.13916016
1620,PF3D7_0703200,1.1544171571731567,0.13916016
4948,PF3D7_1420500,1.1544171571731567,0.13916016
3391,PF3D7_1139900,1.1544171571731567,0.13916016
3758,PF3D7_1226900,1.1544171571731567,0.13916016
5197,PF3D7_1445700,1.1544170379638672,0.13909912
1193,PF3D7_0524200,1.1544170379638672,0.13909912
4632,PF3D7_1360900,1.1544169187545776,0.13903809
4502,PF3D7_1347500,1.154416799545288,0.13900757
