,Feature,W,Scaled
4377,PF3D7_1334800,1.154378056526184,0.12335205
4907,PF3D7_1416000,1.154378056526184,0.12335205
3804,PF3D7_1231500,1.1543779373168945,0.12329102
4336,PF3D7_1330700,1.1543779373168945,0.12329102
1671,PF3D7_0708600,1.1543779373168945,0.12329102
3219,PF3D7_1122600,1.154377818107605,0.1232605
4416,PF3D7_1338800,1.1543776988983154,0.12319946
3493,PF3D7_1200100,1.1543776988983154,0.12319946
5463,PF3D7_1472300,1.1543776988983154,0.12319946
4051,PF3D7_1302200,1.1543776988983154,0.12319946
4195,PF3D7_1316600,1.1543776988983154,0.12319946
4521,PF3D7_1349400,1.1543776988983154,0.12319946
336,PF3D7_0209500,1.1543774604797363,0.12310791
1694,PF3D7_0710900,1.1543774604797363,0.12310791
429,PF3D7_0218900,1.1543774604797363,0.12310791
3149,PF3D7_1115600,1.1543774604797363,0.12310791
5432,PF3D7_1469200,1.1543773412704468,0.12304688
1,MAL1.48287.48430....kr...can,1.1543773412704468,0.12304688
159,PF3D7_0106600,1.1543773412704468,0.12304688
1594,PF3D7_0700100,1.1543773412704468,0.12304688
96,MAL9.363244.363344....k...,1.1543773412704468,0.12304688
388,PF3D7_0214800,1.1543773412704468,0.12304688
2892,PF3D7_1028900,1.1543772220611572,0.12301636
2811,PF3D7_1020700,1.1543771028518677,0.12295532
2887,PF3D7_1028400,1.1543769836425781,0.1229248
5383,PF3D7_1464300,1.1543769836425781,0.1229248
1677,PF3D7_0709200,1.1543768644332886,0.12286377
1397,PF3D7_0612600,1.1543768644332886,0.12286377
4842,PF3D7_1409500,1.1543768644332886,0.12286377
2731,PF3D7_1012700,1.1543768644332886,0.12286377
5361,PF3D7_1462100,1.1543768644332886,0.12286377
2941,PF3D7_1033800,1.154376745223999,0.12280273
1203,PF3D7_0525200,1.154376745223999,0.12280273
3763,PF3D7_1227400,1.154376745223999,0.12280273
793,PF3D7_0408900.1,1.1543766260147095,0.12277222
376,PF3D7_0213600,1.1543766260147095,0.12277222
5418,PF3D7_1467800,1.15437650680542,0.12271118
4388,PF3D7_1336000,1.15437650680542,0.12271118
3147,PF3D7_1115400,1.1543763875961304,0.12268066
158,PF3D7_0106500,1.1543762683868408,0.12261963
1606,PF3D7_0701800,1.1543762683868408,0.12261963
1062,PF3D7_0511100,1.1543762683868408,0.12261963
1373,PF3D7_0610200,1.1543762683868408,0.12261963
2910,PF3D7_1030700,1.1543761491775513,0.12258911
3520,PF3D7_1202800,1.1543761491775513,0.12258911
2373,PF3D7_0914600,1.1543760299682617,0.12252808
67,MAL6.983863.983946.....r..,1.1543760299682617,0.12252808
2526,PF3D7_0929900,1.1543759107589722,0.12246704
3792,PF3D7_1230300,1.1543759107589722,0.12246704
1962,PF3D7_0806300,1.1543759107589722,0.12246704
1031,PF3D7_0507900,1.1543759107589722,0.12246704
3398,PF3D7_1140600,1.1543759107589722,0.12246704
1511,PF3D7_0624000,1.1543757915496826,0.12243652
50,MAL3.307891.308090.bc..r.y,1.154375672340393,0.12237549
2126,PF3D7_0823000,1.1543755531311035,0.12234497
4802,PF3D7_1405500,1.1543755531311035,0.12234497
4320,PF3D7_1329100,1.1543755531311035,0.12234497
1652,PF3D7_0706500,1.154375433921814,0.12228394
4944,PF3D7_1420100,1.154375433921814,0.12228394
1379,PF3D7_0610800,1.1543753147125244,0.1222229
715,PF3D7_0400700,1.1543751955032349,0.12219238
5077,PF3D7_1433700,1.1543751955032349,0.12219238
3564,PF3D7_1207300,1.1543751955032349,0.12219238
2612,PF3D7_1000700,1.1543751955032349,0.12219238
3195,PF3D7_1120200,1.1543750762939453,0.12213135
2039,PF3D7_0814100,1.1543750762939453,0.12213135
2198,PF3D7_0830300,1.1543750762939453,0.12213135
5362,PF3D7_1462200,1.1543750762939453,0.12213135
4778,PF3D7_1403200,1.1543750762939453,0.12213135
3057,PF3D7_1106300,1.1543750762939453,0.12213135
2420,PF3D7_0919300,1.1543749570846558,0.12210083
4270,PF3D7_1324100,1.1543749570846558,0.12210083
2129,PF3D7_0823300,1.1543748378753662,0.12203979
3067,PF3D7_1107300,1.1543748378753662,0.12203979
1749,PF3D7_0716900,1.1543748378753662,0.12203979
3118,PF3D7_1112400,1.1543747186660767,0.12200928
2436,PF3D7_0920900,1.1543747186660767,0.12200928
1399,PF3D7_0612800,1.1543747186660767,0.12200928
4392,PF3D7_1336400,1.1543747186660767,0.12200928
2835,PF3D7_1023100,1.1543747186660767,0.12200928
3364,PF3D7_1137200,1.1543747186660767,0.12200928
1537,PF3D7_0626500,1.154374599456787,0.12194824
3681,PF3D7_1219200,1.154374599456787,0.12194824
3046,PF3D7_1105200,1.154374599456787,0.12194824
822,PF3D7_0411900,1.1543744802474976,0.12188721
4251,PF3D7_1322200,1.1543744802474976,0.12188721
1585,PF3D7_0632000,1.1543744802474976,0.12188721
5119,PF3D7_1437900,1.1543744802474976,0.12188721
5327,PF3D7_1458700,1.1543744802474976,0.12188721
4927,PF3D7_1418000,1.154374361038208,0.12185669
4472,PF3D7_1344500,1.154374361038208,0.12185669
4549,PF3D7_1352200,1.154374361038208,0.12185669
4078,PF3D7_1304900,1.154374361038208,0.12185669
3656,PF3D7_1216600,1.1543742418289185,0.12179565
2453,PF3D7_0922600,1.1543742418289185,0.12179565
1857,PF3D7_0728100,1.1543742418289185,0.12179565
4563,PF3D7_1353600,1.1543742418289185,0.12179565
5350,PF3D7_1461000,1.1543742418289185,0.12179565
2727,PF3D7_1012300,1.154374122619629,0.12176514
4970,PF3D7_1422700,1.154374122619629,0.12176514
3443,PF3D7_1145100,1.154374122619629,0.12176514
2086,PF3D7_0819000,1.154374122619629,0.12176514
3146,PF3D7_1115300,1.154374122619629,0.12176514
4389,PF3D7_1336100,1.1543738842010498,0.12167358
4015,PF3D7_1253200,1.1543738842010498,0.12167358
5091,PF3D7_1435100,1.1543737649917603,0.12161255
856,PF3D7_0415800,1.1543737649917603,0.12161255
1913,PF3D7_0801200,1.1543736457824707,0.12155151
2385,PF3D7_0915800,1.1543735265731812,0.121521
4097,PF3D7_1306800,1.1543735265731812,0.121521
4456,PF3D7_1342900,1.1543735265731812,0.121521
1245,PF3D7_0529400.1,1.1543734073638916,0.12145996
3078,PF3D7_1108400,1.154373288154602,0.12142944
4841,PF3D7_1409400,1.154373288154602,0.12142944
3487,PF3D7_1149900,1.154373288154602,0.12142944
5403,PF3D7_1466300,1.154373288154602,0.12142944
3530,PF3D7_1203800,1.1543731689453125,0.12136841
2500,PF3D7_0927300,1.1543731689453125,0.12136841
4327,PF3D7_1329800,1.1543731689453125,0.12136841
3124,PF3D7_1113000,1.1543731689453125,0.12136841
4125,PF3D7_1309600,1.1543731689453125,0.12136841
1311,PF3D7_0604100,1.154373049736023,0.12130737
2663,PF3D7_1005800,1.154373049736023,0.12130737
3434,PF3D7_1144200,1.1543729305267334,0.12127686
191,PF3D7_0109800,1.1543729305267334,0.12127686
1891,PF3D7_0731700,1.1543729305267334,0.12127686
2508,PF3D7_0928100,1.1543729305267334,0.12127686
3853,PF3D7_1236600,1.1543729305267334,0.12127686
4995,PF3D7_1425600,1.1543728113174438,0.12121582
3142,PF3D7_1114900,1.1543726921081543,0.1211853
3565,PF3D7_1207400,1.1543726921081543,0.1211853
1400,PF3D7_0612900,1.1543725728988647,0.12112427
680,PF3D7_0321400,1.1543725728988647,0.12112427
4651,PF3D7_1362800,1.1543725728988647,0.12112427
1327,PF3D7_0605700,1.1543724536895752,0.12109375
4804,PF3D7_1405700,1.1543724536895752,0.12109375
4586,PF3D7_1356000,1.1543724536895752,0.12109375
4721,PF3D7_1369800,1.1543724536895752,0.12109375
2121,PF3D7_0822500,1.1543724536895752,0.12109375
2557,PF3D7_0933000,1.1543723344802856,0.12103271
5273,PF3D7_1453300,1.1543723344802856,0.12103271
2719,PF3D7_1011500,1.154372215270996,0.12097168
556,PF3D7_0309000,1.154372215270996,0.12097168
1973,PF3D7_0807400,1.1543720960617065,0.12094116
2443,PF3D7_0921600,1.1543720960617065,0.12094116
4613,PF3D7_1358900,1.1543720960617065,0.12094116
2546,PF3D7_0931900,1.1543720960617065,0.12094116
1733,PF3D7_0715300,1.1543720960617065,0.12094116
211,PF3D7_0112000,1.154371976852417,0.12088013
3133,PF3D7_1113900,1.154371976852417,0.12088013
1135,PF3D7_0518400,1.154371976852417,0.12088013
1172,PF3D7_0522100,1.154371976852417,0.12088013
599,PF3D7_0313400,1.154371976852417,0.12088013
859,PF3D7_0416100,1.154371976852417,0.12088013
3869,PF3D7_1238200,1.1543718576431274,0.12084961
4394,PF3D7_1336600,1.1543718576431274,0.12084961
3036,PF3D7_1104200,1.1543716192245483,0.12075806
2641,PF3D7_1003600,1.1543716192245483,0.12075806
5049,PF3D7_1430900,1.1543716192245483,0.12075806
3400,PF3D7_1140800,1.1543716192245483,0.12075806
2371,PF3D7_0914400,1.1543715000152588,0.12069702
3433,PF3D7_1144100,1.1543715000152588,0.12069702
2889,PF3D7_1028600,1.1543715000152588,0.12069702
1121,PF3D7_0517000,1.1543715000152588,0.12069702
3987,PF3D7_1250300,1.1543715000152588,0.12069702
5084,PF3D7_1434400,1.1543715000152588,0.12069702
4564,PF3D7_1353700,1.1543713808059692,0.12063599
1343,PF3D7_0607300,1.1543713808059692,0.12063599
2322,PF3D7_0909400,1.1543713808059692,0.12063599
368,PF3D7_0212800,1.1543712615966797,0.12060547
3848,PF3D7_1236100,1.1543712615966797,0.12060547
2166,PF3D7_0827000,1.1543711423873901,0.12054443
2890,PF3D7_1028700,1.1543711423873901,0.12054443
3637,PF3D7_1214700,1.1543711423873901,0.12054443
5089,PF3D7_1434900,1.1543711423873901,0.12054443
4188,PF3D7_1315900,1.1543711423873901,0.12054443
2181,PF3D7_0828500,1.1543711423873901,0.12054443
1945,PF3D7_0804600,1.1543710231781006,0.12051392
3040,PF3D7_1104600,1.1543710231781006,0.12051392
2780,PF3D7_1017600,1.1543710231781006,0.12051392
14,MAL11.390127.390200..cg...y,1.154370903968811,0.12045288
5314,PF3D7_1457400,1.154370903968811,0.12045288
4837,PF3D7_1409000,1.154370903968811,0.12045288
4716,PF3D7_1369300,1.154370903968811,0.12045288
387,PF3D7_0214700,1.1543707847595215,0.12039185
838,PF3D7_0414000,1.1543707847595215,0.12039185
3864,PF3D7_1237700,1.1543707847595215,0.12039185
4293,PF3D7_1326400,1.1543707847595215,0.12039185
3561,PF3D7_1207000,1.1543707847595215,0.12039185
1456,PF3D7_0618500,1.1543707847595215,0.12039185
3863,PF3D7_1237600,1.154370665550232,0.12036133
3258,PF3D7_1126500,1.154370665550232,0.12036133
5470,PF3D7_1473000,1.1543704271316528,0.12026978
3994,PF3D7_1251000,1.1543704271316528,0.12026978
2924,PF3D7_1032100,1.1543703079223633,0.12020874
2789,PF3D7_1018500,1.1543703079223633,0.12020874
2533,PF3D7_0930600,1.1543703079223633,0.12020874
196,PF3D7_0110400,1.1543703079223633,0.12020874
5153,PF3D7_1441300,1.1543701887130737,0.12017822
2693,PF3D7_1008900,1.1543701887130737,0.12017822
2706,PF3D7_1010200,1.1543700695037842,0.12011719
4870,PF3D7_1412300,1.1543700695037842,0.12011719
3037,PF3D7_1104300,1.1543700695037842,0.12011719
3363,PF3D7_1137100,1.1543700695037842,0.12011719
2845,PF3D7_1024100,1.154369831085205,0.12002563
1782,PF3D7_0720200,1.1543697118759155,0.1199646
5455,PF3D7_1471500,1.1543697118759155,0.1199646
4877,PF3D7_1413000,1.1543697118759155,0.1199646
3981,PF3D7_1249700,1.154369592666626,0.11993408
1033,PF3D7_0508100,1.154369592666626,0.11993408
2392,PF3D7_0916500,1.1543694734573364,0.11987305
4955,PF3D7_1421200,1.1543694734573364,0.11987305
207,PF3D7_0111500,1.1543694734573364,0.11987305
110,PF3D7_0101600,1.1543693542480469,0.11984253
3892,PF3D7_1240600,1.1543693542480469,0.11984253
1084,PF3D7_0513300,1.1543693542480469,0.11984253
2331,PF3D7_0910300,1.1543693542480469,0.11984253
1593,PF3D7_0632800,1.1543692350387573,0.11978149
5423,PF3D7_1468300,1.1543692350387573,0.11978149
4775,PF3D7_1402900,1.1543692350387573,0.11978149
5133,PF3D7_1439300,1.1543692350387573,0.11978149
2316,PF3D7_0908800,1.1543692350387573,0.11978149
4223,PF3D7_1319400,1.1543692350387573,0.11978149
2513,PF3D7_0928600,1.1543691158294678,0.11972046
2367,PF3D7_0914000,1.1543691158294678,0.11972046
5412,PF3D7_1467200,1.1543689966201782,0.11968994
2208,PF3D7_0831300,1.1543689966201782,0.11968994
1118,PF3D7_0516700,1.1543688774108887,0.11962891
954,PF3D7_0426000,1.1543687582015991,0.11959839
278,PF3D7_0203700,1.1543687582015991,0.11959839
2822,PF3D7_1021800,1.1543687582015991,0.11959839
2512,PF3D7_0928500,1.1543687582015991,0.11959839
225,PF3D7_0113700,1.1543686389923096,0.11953735
2750,PF3D7_1014600,1.1543686389923096,0.11953735
2481,PF3D7_0925400,1.1543686389923096,0.11953735
5087,PF3D7_1434700,1.1543686389923096,0.11953735
5494,PF3D7_1475400,1.1543684005737305,0.1194458
2502,PF3D7_0927500,1.1543684005737305,0.1194458
3071,PF3D7_1107700,1.1543684005737305,0.1194458
1796,PF3D7_0721600,1.154368281364441,0.11938477
56,MAL4.1185010.1185096.....r,1.154368281364441,0.11938477
1686,PF3D7_0710100,1.154368281364441,0.11938477
1798,PF3D7_0721800,1.154368281364441,0.11938477
4003,PF3D7_1252000,1.154368281364441,0.11938477
339,PF3D7_0209800,1.154368281364441,0.11938477
4420,PF3D7_1339300,1.1543681621551514,0.11935425
1813,PF3D7_0723300,1.1543681621551514,0.11935425
5313,PF3D7_1457300,1.1543681621551514,0.11935425
4437,PF3D7_1341000,1.1543681621551514,0.11935425
5186,PF3D7_1444600,1.1543680429458618,0.11929321
4331,PF3D7_1330200,1.1543680429458618,0.11929321
3155,PF3D7_1116200.1,1.1543680429458618,0.11929321
2509,PF3D7_0928200,1.1543680429458618,0.11929321
3664,PF3D7_1217500,1.1543679237365723,0.1192627
1898,PF3D7_0732500,1.1543679237365723,0.1192627
980,PF3D7_0502700,1.1543679237365723,0.1192627
4509,PF3D7_1348200,1.1543679237365723,0.1192627
2095,PF3D7_0819900,1.1543678045272827,0.11920166
3472,PF3D7_1148100,1.1543678045272827,0.11920166
2596,PF3D7_0936900,1.1543676853179932,0.11914062
2949,PF3D7_1034600,1.1543676853179932,0.11914062
2635,PF3D7_1003000,1.1543676853179932,0.11914062
2031,PF3D7_0813300,1.1543676853179932,0.11914062
4940,PF3D7_1419700,1.1543676853179932,0.11914062
1907,PF3D7_0800500,1.154367446899414,0.11904907
4492,PF3D7_1346500,1.1543673276901245,0.11901855
430,PF3D7_0219000,1.1543673276901245,0.11901855
3985,PF3D7_1250100,1.154367208480835,0.11895752
1882,PF3D7_0730700,1.154367208480835,0.11895752
2671,PF3D7_1006600,1.154367208480835,0.11895752
1083,PF3D7_0513200,1.154367208480835,0.11895752
738,PF3D7_0403300,1.154367208480835,0.11895752
1128,PF3D7_0517700,1.154367208480835,0.11895752
760,PF3D7_0405500,1.154367208480835,0.11895752
2202,PF3D7_0830700,1.1543670892715454,0.118927
3624,PF3D7_1213400,1.1543670892715454,0.118927
4996,PF3D7_1425700,1.1543670892715454,0.118927
140,PF3D7_0104700,1.1543670892715454,0.118927
897,PF3D7_0419900,1.1543669700622559,0.11886597
2644,PF3D7_1003900,1.1543669700622559,0.11886597
71,MAL7.1453368.1453578.....r,1.1543669700622559,0.11886597
2523,PF3D7_0929600,1.1543669700622559,0.11886597
1827,PF3D7_0724700,1.1543668508529663,0.11880493
4532,PF3D7_1350500,1.1543668508529663,0.11880493
4581,PF3D7_1355500,1.1543668508529663,0.11880493
4528,PF3D7_1350100,1.1543668508529663,0.11880493
3075,PF3D7_1108100,1.1543668508529663,0.11880493
2320,PF3D7_0909200,1.1543667316436768,0.11877441
2146,PF3D7_0825000,1.1543667316436768,0.11877441
2452,PF3D7_0922500,1.1543667316436768,0.11877441
4640,PF3D7_1361700,1.1543667316436768,0.11877441
3631,PF3D7_1214100,1.1543667316436768,0.11877441
260,PF3D7_0201900,1.1543666124343872,0.11871338
748,PF3D7_0404300,1.1543666124343872,0.11871338
2960,PF3D7_1035700,1.1543666124343872,0.11871338
5532,PF3D7_1479400,1.1543666124343872,0.11871338
4016,PF3D7_1253400,1.1543664932250977,0.11868286
4637,PF3D7_1361400,1.1543664932250977,0.11868286
526,PF3D7_0306000,1.1543664932250977,0.11868286
5296,PF3D7_1455600,1.1543664932250977,0.11868286
3688,PF3D7_1219900,1.1543664932250977,0.11868286
2105,PF3D7_0820900,1.1543662548065186,0.11856079
4766,PF3D7_1402000,1.1543662548065186,0.11856079
3110,PF3D7_1111600,1.1543662548065186,0.11856079
3385,PF3D7_1139300,1.1543662548065186,0.11856079
809,PF3D7_0410500,1.1543662548065186,0.11856079
4741,PF3D7_1372700,1.1543662548065186,0.11856079
3769,PF3D7_1228000,1.154366135597229,0.11853027
5209,PF3D7_1446900,1.154366135597229,0.11853027
1475,PF3D7_0620400,1.1543660163879395,0.11846924
151,PF3D7_0105800,1.1543660163879395,0.11846924
4353,PF3D7_1332400,1.1543660163879395,0.11846924
638,PF3D7_0317200,1.1543660163879395,0.11846924
1347,PF3D7_0607700,1.1543660163879395,0.11846924
4243,PF3D7_1321400,1.1543660163879395,0.11846924
5196,PF3D7_1445600,1.1543660163879395,0.11846924
1768,PF3D7_0718800,1.1543660163879395,0.11846924
434,PF3D7_0219400.1,1.15436589717865,0.11843872
1710,PF3D7_0712900,1.15436589717865,0.11843872
4810,PF3D7_1406300,1.15436589717865,0.11843872
1155,PF3D7_0520400,1.1543657779693604,0.11837769
3932,PF3D7_1244800,1.1543656587600708,0.11834717
1259,PF3D7_0530800,1.1543656587600708,0.11834717
1870,PF3D7_0729400,1.1543656587600708,0.11834717
1802,PF3D7_0722200,1.1543656587600708,0.11834717
3654,PF3D7_1216400,1.1543656587600708,0.11834717
2251,PF3D7_0902300,1.1543655395507812,0.11828613
3794,PF3D7_1230500,1.1543655395507812,0.11828613
1588,PF3D7_0632300,1.1543655395507812,0.11828613
4352,PF3D7_1332300,1.1543655395507812,0.11828613
4197,PF3D7_1316800,1.1543655395507812,0.11828613
5396,PF3D7_1465600,1.1543655395507812,0.11828613
3967,PF3D7_1248300,1.1543655395507812,0.11828613
1804,PF3D7_0722400,1.1543655395507812,0.11828613
2734,PF3D7_1013000,1.1543654203414917,0.1182251
2853,PF3D7_1024900,1.1543654203414917,0.1182251
2002,PF3D7_0810500,1.1543653011322021,0.11819458
3583,PF3D7_1209200,1.1543651819229126,0.11813354
1240,PF3D7_0528900,1.1543651819229126,0.11813354
3753,PF3D7_1226400,1.1543651819229126,0.11813354
4031,PF3D7_1255100,1.1543651819229126,0.11813354
1920,PF3D7_0801900,1.154365062713623,0.11810303
4658,PF3D7_1363500,1.154365062713623,0.11810303
2721,PF3D7_1011700,1.154365062713623,0.11810303
4299,PF3D7_1327000,1.154365062713623,0.11810303
920,PF3D7_0422500,1.154365062713623,0.11810303
1687,PF3D7_0710200,1.154365062713623,0.11810303
4263,PF3D7_1323400,1.154365062713623,0.11810303
2199,PF3D7_0830400,1.1543649435043335,0.11804199
909,PF3D7_0421300,1.154364824295044,0.11801147
3791,PF3D7_1230200,1.1543647050857544,0.11795044
1480,PF3D7_0620900,1.1543647050857544,0.11795044
4226,PF3D7_1319700,1.1543647050857544,0.11795044
1977,PF3D7_0807800,1.1543647050857544,0.11795044
3141,PF3D7_1114800,1.1543645858764648,0.1178894
4149,PF3D7_1312000,1.1543645858764648,0.1178894
3918,PF3D7_1243400,1.1543645858764648,0.1178894
2145,PF3D7_0824900,1.1543645858764648,0.1178894
4522,PF3D7_1349500,1.1543645858764648,0.1178894
76,MAL7.597032.597108.....r..,1.1543645858764648,0.1178894
4959,PF3D7_1421600,1.1543644666671753,0.11785889
5101,PF3D7_1436100,1.1543644666671753,0.11785889
5326,PF3D7_1458600,1.1543644666671753,0.11785889
315,PF3D7_0207400,1.1543643474578857,0.11779785
41,MAL14.2495738.2496264....k,1.1543643474578857,0.11779785
5213,PF3D7_1447300,1.1543643474578857,0.11779785
2710,PF3D7_1010600,1.1543642282485962,0.11776733
2377,PF3D7_0915000,1.1543642282485962,0.11776733
2426,PF3D7_0919900,1.1543641090393066,0.1177063
3733,PF3D7_1224400,1.1543641090393066,0.1177063
3969,PF3D7_1248500,1.1543641090393066,0.1177063
4534,PF3D7_1350700,1.1543641090393066,0.1177063
5,MAL10.1139073.1139243....kr,1.1543641090393066,0.1177063
710,PF3D7_0324900,1.1543641090393066,0.1177063
1615,PF3D7_0702700,1.1543641090393066,0.1177063
747,PF3D7_0404200,1.154363989830017,0.11764526
2714,PF3D7_1011000,1.154363989830017,0.11764526
4694,PF3D7_1367100,1.154363989830017,0.11764526
3925,PF3D7_1244100,1.1543638706207275,0.11761475
1313,PF3D7_0604300,1.1543638706207275,0.11761475
4158,PF3D7_1312900,1.1543638706207275,0.11761475
1200,PF3D7_0524900,1.1543638706207275,0.11761475
1707,PF3D7_0712500,1.154363751411438,0.11755371
869,PF3D7_0417100,1.154363751411438,0.11755371
3832,PF3D7_1234500,1.154363751411438,0.11755371
1696,PF3D7_0711100,1.1543636322021484,0.11752319
4257,PF3D7_1322800,1.1543636322021484,0.11752319
3890,PF3D7_1240300,1.1543636322021484,0.11752319
679,PF3D7_0321300,1.1543636322021484,0.11752319
1753,PF3D7_0717300,1.1543635129928589,0.11746216
3308,PF3D7_1131600,1.1543635129928589,0.11746216
1067,PF3D7_0511600,1.1543635129928589,0.11746216
2216,PF3D7_0832100,1.1543633937835693,0.11743164
4923,PF3D7_1417600,1.1543633937835693,0.11743164
3837,PF3D7_1235000,1.1543633937835693,0.11743164
276,PF3D7_0203500,1.1543633937835693,0.11743164
23,MAL12.1715356.1715487.b..k,1.1543633937835693,0.11743164
5297,PF3D7_1455700,1.1543633937835693,0.11743164
3222,PF3D7_1122900,1.1543633937835693,0.11743164
5452,PF3D7_1471200,1.1543632745742798,0.11737061
5349,PF3D7_1460900.1,1.1543632745742798,0.11737061
1147,PF3D7_0519600,1.1543632745742798,0.11737061
2337,PF3D7_0910900,1.1543631553649902,0.11730957
4397,PF3D7_1336900,1.1543631553649902,0.11730957
1099,PF3D7_0514800,1.1543630361557007,0.11727905
44,MAL14.979596.979785.b.gk.v,1.1543630361557007,0.11727905
1198,PF3D7_0524700,1.1543630361557007,0.11727905
2018,PF3D7_0812100,1.1543630361557007,0.11727905
3435,PF3D7_1144300,1.1543630361557007,0.11727905
4146,PF3D7_1311700,1.1543629169464111,0.11721802
2169,PF3D7_0827300,1.1543629169464111,0.11721802
3877,PF3D7_1239000,1.1543629169464111,0.11721802
2447,PF3D7_0922000,1.1543629169464111,0.11721802
1069,PF3D7_0511800,1.1543627977371216,0.1171875
2678,PF3D7_1007300,1.1543627977371216,0.1171875
4193,PF3D7_1316400,1.1543627977371216,0.1171875
4428,PF3D7_1340100,1.154362678527832,0.11712646
4301,PF3D7_1327200,1.154362678527832,0.11712646
3684,PF3D7_1219500,1.1543625593185425,0.11709595
1929,PF3D7_0802800,1.1543625593185425,0.11709595
528,PF3D7_0306200,1.154362440109253,0.11703491
1965,PF3D7_0806600,1.154362440109253,0.11703491
1616,PF3D7_0702800,1.154362440109253,0.11703491
149,PF3D7_0105600,1.154362440109253,0.11703491
1919,PF3D7_0801800,1.154362440109253,0.11703491
4857,PF3D7_1411000.1,1.1543623208999634,0.11697388
1785,PF3D7_0720500,1.1543623208999634,0.11697388
1775,PF3D7_0719500,1.1543623208999634,0.11697388
4908,PF3D7_1416100,1.1543623208999634,0.11697388
2965,PF3D7_1036400,1.1543623208999634,0.11697388
4714,PF3D7_1369100,1.1543622016906738,0.11694336
249,PF3D7_0200700,1.1543622016906738,0.11694336
3201,PF3D7_1120800,1.1543622016906738,0.11694336
3090,PF3D7_1109600,1.1543620824813843,0.11688232
2795,PF3D7_1019100,1.1543620824813843,0.11688232
3746,PF3D7_1225700,1.1543620824813843,0.11688232
1940,PF3D7_0804000,1.1543620824813843,0.11688232
295,PF3D7_0205400,1.1543620824813843,0.11688232
3712,PF3D7_1222300,1.1543619632720947,0.11685181
868,PF3D7_0417000,1.1543619632720947,0.11685181
297,PF3D7_0205600,1.1543619632720947,0.11685181
4386,PF3D7_1335800,1.1543619632720947,0.11685181
4866,PF3D7_1411900,1.1543619632720947,0.11685181
1526,PF3D7_0625400,1.1543618440628052,0.11679077
4614,PF3D7_1359000,1.1543618440628052,0.11679077
4567,PF3D7_1354000,1.1543618440628052,0.11679077
332,PF3D7_0209100,1.1543618440628052,0.11679077
4921,PF3D7_1417400,1.1543618440628052,0.11679077
2740,PF3D7_1013600,1.1543618440628052,0.11679077
4213,PF3D7_1318400,1.1543617248535156,0.11672974
2905,PF3D7_1030200,1.1543617248535156,0.11672974
2735,PF3D7_1013100,1.1543617248535156,0.11672974
1836,PF3D7_0725700,1.154361605644226,0.11669922
2675,PF3D7_1007000,1.154361605644226,0.11669922
24,MAL12.1745293.1745457.....,1.154361605644226,0.11669922
1724,PF3D7_0714300,1.154361605644226,0.11669922
1423,PF3D7_0615200,1.154361605644226,0.11669922
1894,PF3D7_0732000,1.154361605644226,0.11669922
1769,PF3D7_0718900,1.1543614864349365,0.11663818
2820,PF3D7_1021600,1.154361367225647,0.11660767
553,PF3D7_0308700,1.1543612480163574,0.11654663
3661,PF3D7_1217200,1.1543612480163574,0.11654663
3998,PF3D7_1251400,1.1543612480163574,0.11654663
5459,PF3D7_1471900,1.1543612480163574,0.11654663
4883,PF3D7_1413600,1.1543612480163574,0.11654663
4789,PF3D7_1404300,1.1543610095977783,0.11645508
2386,PF3D7_0915900,1.1543610095977783,0.11645508
3802,PF3D7_1231300,1.1543610095977783,0.11645508
505,PF3D7_0303900,1.1543608903884888,0.11639404
764,PF3D7_0405900,1.1543607711791992,0.11636353
4274,PF3D7_1324500,1.1543607711791992,0.11636353
3889,PF3D7_1240200,1.1543607711791992,0.11636353
1635,PF3D7_0704700,1.1543607711791992,0.11636353
3543,PF3D7_1205200,1.1543606519699097,0.11630249
4208,PF3D7_1317900,1.1543606519699097,0.11630249
3683,PF3D7_1219400,1.1543606519699097,0.11630249
4537,PF3D7_1351000,1.1543606519699097,0.11630249
272,PF3D7_0203100,1.1543606519699097,0.11630249
445,PF3D7_0220500,1.1543606519699097,0.11630249
1879,PF3D7_0730300,1.1543606519699097,0.11630249
3968,PF3D7_1248400,1.1543605327606201,0.11627197
2266,PF3D7_0903800,1.1543605327606201,0.11627197
5521,PF3D7_1478100,1.1543604135513306,0.11621094
3919,PF3D7_1243500,1.1543604135513306,0.11621094
3279,PF3D7_1128600,1.1543604135513306,0.11621094
1572,PF3D7_0630000,1.1543604135513306,0.11621094
4903,PF3D7_1415600,1.1543604135513306,0.11621094
5266,PF3D7_1452600,1.1543604135513306,0.11621094
5122,PF3D7_1438200,1.1543604135513306,0.11621094
237,PF3D7_0115000,1.154360294342041,0.11618042
3197,PF3D7_1120400,1.154360294342041,0.11618042
3942,PF3D7_1245800,1.154360294342041,0.11618042
1253,PF3D7_0530200,1.154360294342041,0.11618042
1795,PF3D7_0721500,1.1543601751327515,0.11611938
960,PF3D7_0500700,1.1543601751327515,0.11611938
3170,PF3D7_1117700,1.154360055923462,0.11605835
4862,PF3D7_1411500,1.154360055923462,0.11605835
62,MAL5.605599.605744.....rv.,1.1543599367141724,0.11602783
2542,PF3D7_0931500,1.1543599367141724,0.11602783
5226,PF3D7_1448600,1.1543599367141724,0.11602783
1443,PF3D7_0617200,1.1543599367141724,0.11602783
4892,PF3D7_1414500,1.1543599367141724,0.11602783
